SC8.UTCGregorian           SC8.SC8RIC.X              SC8.SC8RIC.Y              SC8.SC8RIC.Z              SC8.SC8RIC.VX             SC8.SC8RIC.VY             SC8.SC8RIC.VZ             
01 Jan 2028 00:00:00.000   515.0838547531974         -1.4210854715202e-14      -7.105427357601002e-15    -0.001577326677514541     0                         -6.938893903907228e-18    
01 Jan 2028 00:01:00.000   514.9831398089727         0                         1.4210854715202e-14       -0.001779780560639418     2.775557561562891e-17     1.387778780781446e-17     
01 Jan 2028 00:02:08.016   514.8542936707551         0                         7.105427357601002e-15     -0.002008826160862582     0                         0                         
01 Jan 2028 00:03:32.918   514.6716312371721         0                         0                         -0.002293933686984252     1.387778780781446e-17     0                         
01 Jan 2028 00:05:03.510   514.45008059241           1.4210854715202e-14       0                         -0.002597004248244029     0                         0                         
01 Jan 2028 00:06:57.358   514.132827718536          4.263256414560601e-14     -1.4210854715202e-14      -0.002975899015019615     1.387778780781446e-17     0                         
01 Jan 2028 00:09:11.555   513.7036812283178         -2.842170943040401e-14    0                         -0.003419202228070965     0                         -6.938893903907228e-18    
01 Jan 2028 00:12:20.278   513.0001126732096         2.842170943040401e-14     0                         -0.004035363564401775     1.387778780781446e-17     0                         
01 Jan 2028 00:14:24.000   512.4761467175147         0                         0                         -0.004433920266133262     -1.387778780781446e-17    0                         
01 Jan 2028 00:16:37.420   511.8562013318562         2.842170943040401e-14     1.4210854715202e-14       -0.004858239142711163     0                         6.938893903907228e-18     
01 Jan 2028 00:19:11.434   511.0707397365696         -2.842170943040401e-14    -1.4210854715202e-14      -0.005340138790445939     0                         -6.938893903907228e-18    
01 Jan 2028 00:21:45.533   510.2112817293473         -5.684341886080801e-14    -1.4210854715202e-14      -0.005812821753694949     1.387778780781446e-17     0                         
01 Jan 2028 00:25:08.321   508.9707580505723         2.842170943040401e-14     1.4210854715202e-14       -0.006418614804403873     -2.775557561562891e-17    -6.938893903907228e-18    
01 Jan 2028 00:28:48.000   507.4907419870339         2.842170943040401e-14     -1.4210854715202e-14      -0.007051399033244379     0                         -6.938893903907228e-18    
01 Jan 2028 00:32:24.132   505.9018278709808         2.842170943040401e-14     -2.842170943040401e-14    -0.007647095794940308     1.387778780781446e-17     6.938893903907228e-18     
01 Jan 2028 00:36:29.865   503.9431062949936         -2.842170943040401e-14    -2.842170943040401e-14    -0.008287967349669759     2.775557561562891e-17     -6.938893903907228e-18    
01 Jan 2028 00:40:45.079   501.7477691656031         5.684341886080801e-14     -2.842170943040401e-14    -0.008907626178534481     -1.387778780781446e-17    -6.938893903907228e-18    
01 Jan 2028 00:43:12.000   500.4143457668868         -2.842170943040401e-14    2.842170943040401e-14     -0.009241007421854755     0                         6.938893903907228e-18     
01 Jan 2028 00:45:50.249   498.9248922970884         0                         0                         -0.009579491419488516     -2.775557561562891e-17    0                         
01 Jan 2028 00:48:51.889   497.1516693641212         0                         2.842170943040401e-14     -0.009939945644421182     0                         6.938893903907228e-18     
01 Jan 2028 00:52:13.259   495.1129148147175         -2.842170943040401e-14    0                         -0.01030207278867982      0                         0                         
01 Jan 2028 00:55:37.857   492.9711443266877         0                         0                         -0.01062677508320026      -4.163336342344337e-17    0                         
01 Jan 2028 00:57:36.000   491.7056808010952         2.842170943040401e-14     0                         -0.01079324507730026      0                         0                         
01 Jan 2028 01:00:33.214   489.7729902116663         2.842170943040401e-14     -2.842170943040401e-14    -0.01101254086087785      -1.387778780781446e-17    0                         
01 Jan 2028 01:04:00.938   487.4628543534337         -2.842170943040401e-14    2.842170943040401e-14     -0.01122077081259224      -1.387778780781446e-17    0                         
01 Jan 2028 01:07:44.670   484.933048804018          1.4210854715202e-14       -2.842170943040401e-14    -0.01138269666392735      -1.387778780781446e-17    0                         
01 Jan 2028 01:11:38.048   482.2638904558414         0                         2.842170943040401e-14     -0.01147868345386706      0                         0                         
01 Jan 2028 01:12:00.000   482.0118567675254         1.4210854715202e-14       0                         -0.01148373357225995      -1.387778780781446e-17    3.469446951953614e-18     
01 Jan 2028 01:12:30.764   481.658474592131          -4.263256414560601e-14    0                         -0.01148963525015003      1.387778780781446e-17     0                         
01 Jan 2028 01:13:16.669   481.1308938629608         0                         -2.842170943040401e-14    -0.01149587151973215      1.387778780781446e-17     -1.734723475976807e-18    
01 Jan 2028 01:14:15.130   480.4587029052531         0                         0                         -0.0114993165090989       -1.387778780781446e-17    0                         
01 Jan 2028 01:15:51.754   479.3477427746652         0                         0                         -0.01149381353625741      0                         0                         
01 Jan 2028 01:18:00.671   477.8676237775585         0                         2.842170943040401e-14     -0.01146434467832113      0                         0                         
01 Jan 2028 01:20:57.019   475.8524470422017         0                         0                         -0.01138207093553951      2.775557561562891e-17     0                         
01 Jan 2028 01:25:25.573   472.8228242238698         7.105427357601002e-15     -2.842170943040401e-14    -0.01116078556205083      0                         2.710505431213761e-19     
01 Jan 2028 01:26:24.000   472.1725707052527         7.105427357601002e-15     0                         -0.01109693830430071      0                         -1.192622389734055e-18    
01 Jan 2028 01:27:34.941   471.3883167664652         -3.552713678800501e-15    2.842170943040401e-14     -0.01101175533464         0                         -2.168404344971009e-19    
01 Jan 2028 01:29:21.609   470.2212205106725         0                         2.842170943040401e-14     -0.01086773521173854      0                         -4.336808689942018e-19    
01 Jan 2028 01:31:33.936   468.7963945998936         0                         0                         -0.01066223940493454      -2.775557561562891e-17    0                         
01 Jan 2028 01:33:54.601   467.3138647414518         0                         0                         -0.01041094665903745      0                         -1.734723475976807e-18    
