MotherShip.UTCGregorian   MotherShip.motherVNB.X    MotherShip.motherVNB.Y    MotherShip.motherVNB.Z    MotherShip.motherVNB.VX   MotherShip.motherVNB.VY   MotherShip.motherVNB.VZ   
03 Jan 2028 12:57:36.000   -97.14037552442592        1.13686837721616e-13      51915.33582246614         2.704846022084583         5.551115123125783e-17     -4.418123852878431e-17    
03 Jan 2028 13:12:00.000   -158.9454104845292        -5.115907697472721e-13    51909.41610369892         2.705853289770298         -5.551115123125783e-17    -2.463307335887066e-16    
03 Jan 2028 13:26:24.000   -220.1842020660214        -3.410605131648481e-13    51900.6502851231          2.706810477465381         0                         9.627715291671279e-17     
03 Jan 2028 13:40:48.000   -280.7299864101473        -2.273736754432321e-13    51889.06620318264         2.707715959711121         0                         -1.474514954580286e-17    
03 Jan 2028 13:55:12.000   -340.4573624006717        2.273736754432321e-13     51874.69769417842         2.708568208027613         5.551115123125783e-17     2.810252031082427e-16     
03 Jan 2028 14:09:36.000   -399.2425901907482        2.273736754432321e-13     51857.5845333758          2.709365795942538         5.551115123125783e-17     -1.318389841742373e-16    
03 Jan 2028 14:24:00.000   -456.9638423334377        0                         51837.77235467498         2.710107402598801         -5.551115123125783e-17    -4.85722573273506e-17     
03 Jan 2028 14:38:24.000   -513.5014905692707        6.821210263296962e-13     51815.31257430733         2.710791818378449         -5.551115123125783e-17    -8.673617379884035e-18    
03 Jan 2028 14:52:48.000   -568.7383754787514        0                         51790.26226154539         2.71141794812906          0                         -1.283695372222837e-16    
03 Jan 2028 15:07:12.000   -622.5600705323596        0                         51762.68403481557         2.711984816520152         0                         -1.491862189340054e-16    
03 Jan 2028 15:21:36.000   -674.8551324303346        9.094947017729282e-13     51732.64592537272         2.712491572152892         5.551115123125783e-17     -1.561251128379126e-17    
03 Jan 2028 15:36:00.000   -725.5153685647223        0                         51700.22122701037         2.712937492625961         0                         5.898059818321144e-17     
03 Jan 2028 15:50:24.000   -774.4360521643906        -4.547473508864641e-13    51665.48833852652         2.713321988157473         0                         7.979727989493313e-17     
03 Jan 2028 16:04:48.000   -821.5161624176875        9.094947017729282e-13     51628.53058744688         2.713644605931802         2.775557561562891e-17     1.006139616066548e-16     
03 Jan 2028 16:19:12.000   -866.6585665669299        -4.547473508864641e-13    51589.43604968661         2.713905032214374         2.775557561562891e-17     -1.040834085586084e-17    
03 Jan 2028 16:33:36.000   -909.770220337793         1.818989403545856e-12     51548.29735085709         2.714103094180971         5.551115123125783e-17     5.551115123125783e-17     
03 Jan 2028 16:48:00.000   -950.7623150142349        4.547473508864641e-13     51505.21146891481         2.714238758152315         8.326672684688674e-17     -6.591949208711867e-17    
03 Jan 2028 17:02:24.000   -989.5504457194221        0                         51460.27951394455         2.714312125765144         -5.551115123125783e-17    6.938893903907228e-18     
03 Jan 2028 17:16:48.000   -1026.054741359961        -9.094947017729282e-13    51413.60651647559         2.714323424301971         -2.775557561562891e-17    0                         
03 Jan 2028 17:31:12.000   -1060.200037345118        0                         51365.30118568407         2.714272991957213         2.775557561562891e-17     0                         
03 Jan 2028 17:45:36.000   -1091.916056654705        0                         51315.47569513151         2.714161255226113         0                         3.122502256758253e-17     
03 Jan 2028 18:00:00.000   -1121.13930832808         0                         51264.24536703793         2.713988761608074         0                         -6.938893903907228e-18    
03 Jan 2028 18:14:24.000   -1147.817590489515        0                         51211.72794446336         2.713756858974001         -5.551115123125783e-17    -1.908195823574488e-17    
03 Jan 2028 18:28:48.000   -1171.878628155185        0                         51158.04490062638         2.713465874015032         -2.775557561562891e-17    1.214306433183765e-17     
03 Jan 2028 18:43:12.000   -1193.282317119051        0                         51103.31957943649         2.713117047232644         -2.775557561562891e-17    7.979727989493313e-17     
03 Jan 2028 18:57:36.000   -1211.990094594785        0                         51047.67720830044         2.712711703791624         1.387778780781446e-17     -6.591949208711867e-17    
03 Jan 2028 19:12:00.000   -1227.966600578427        0                         50991.2447534356          2.712251258015915         0                         4.85722573273506e-17      
03 Jan 2028 19:26:24.000   -1241.180880602393        -9.094947017729282e-13    50934.150685036           2.711737221885013         1.387778780781446e-17     9.8879238130678e-17       
03 Jan 2028 19:40:48.000   -1251.607206248491        0                         50876.52473094365         2.711171212597868         0                         1.856154119295184e-16     
03 Jan 2028 19:55:12.000   -1259.225613812629        -9.094947017729282e-13    50818.49757780205         2.71055496021893          -1.387778780781446e-17    1.448494102440634e-16     
03 Jan 2028 20:09:36.000   -1264.022215202319        0                         50760.2005827229          2.709890311993609         2.775557561562891e-17     1.752070710736575e-16     
03 Jan 2028 20:24:00.000   -1265.989355440245        -9.094947017729282e-13    50701.76545566054         2.709179235493116         5.551115123125783e-17     -3.564856743132339e-16    
03 Jan 2028 20:38:24.000   -1265.125652210469        0                         50643.32395854926         2.708423817836846         -2.081668171172169e-17    1.52655665885959e-16      
03 Jan 2028 20:52:48.000   -1261.435959173983        -9.094947017729282e-13    50585.00760837314         2.707626264606251         -2.081668171172169e-17    -7.090682208055199e-17    
03 Jan 2028 21:07:12.000   -1254.931281069287        0                         50526.94735456492         2.706788894358003         -2.949029909160572e-17    2.2139408362154e-16       
03 Jan 2028 21:21:36.000   -1245.628662433099        0                         50469.27330993812         2.705914133125537         -1.387778780781446e-17    8.153200337090993e-17     
03 Jan 2028 21:36:00.000   -1233.551054198095        9.094947017729282e-13     50412.11444958831         2.705004507675278         2.081668171172169e-17     1.665334536937735e-16     
03 Jan 2028 21:50:24.000   -1218.72718848854         1.818989403545856e-12     50355.59834657553         2.704062636851415         -6.938893903907228e-18    -6.765421556309548e-17    
03 Jan 2028 22:04:48.000   -1201.191437053037        0                         50299.85089072629         2.703091223550912         2.081668171172169e-17     -2.654126918244515e-16    
03 Jan 2028 22:19:12.000   -1180.983681430348        0                         50244.99603197652         2.702093045589077         1.387778780781446e-17     -1.786765180256111e-16    
03 Jan 2028 22:33:36.000   -1158.149189166222        0                         50191.15553047584         2.70107094644678          1.387778780781446e-17     3.573530360512223e-16     
03 Jan 2028 22:48:00.000   -1132.738474277707        -9.094947017729282e-13    50138.4487008771          2.700027826828984         -2.775557561562891e-17    -8.847089727481716e-17    
03 Jan 2028 23:02:24.000   -1104.807181175516        0                         50086.99218458808         2.698966635125759         -2.775557561562891e-17    2.168404344971009e-16     
03 Jan 2028 23:16:48.000   -1074.415939153223        0                         50036.89970834954         2.697890359291508         -2.775557561562891e-17    -2.775557561562891e-17    
03 Jan 2028 23:31:12.000   -1041.630240447526        1.818989403545856e-12     49988.28187281822         2.696802017598069         -5.551115123125783e-17    8.673617379884035e-17     
03 Jan 2028 23:45:36.000   -1006.520284819699        0                         49941.24592543766         2.695704650570783         0                         1.561251128379126e-17     
04 Jan 2028 00:00:00.000   -969.1608412302153        -9.094947017729282e-13    49895.89557718002         2.694601313054847         2.775557561562891e-17     2.324529457808922e-16     
04 Jan 2028 00:14:24.000   -929.6310896260821        9.094947017729282e-13     49852.33078178715         2.693495064784222         -2.775557561562891e-17    4.510281037539698e-17     
04 Jan 2028 00:28:48.000   -888.0144461631558        0                         49810.64756204841         2.692388963448068         0                         9.71445146547012e-17      
04 Jan 2028 00:43:12.000   -844.3984080016739        0                         49770.93783336937         2.691286055845607         0                         0                         
04 Jan 2028 00:57:36.000   -798.8743520690966        0                         49733.28923211485         2.690189370570853         0                         -3.122502256758253e-17    
04 Jan 2028 01:12:00.000   -751.5373665826855        -9.094947017729282e-13    49697.7849622092          2.689101909537818         2.775557561562891e-17     -2.42861286636753e-17     
04 Jan 2028 01:26:24.000   -702.4860362841936        0                         49664.50364594986         2.688026640923177         0                         -6.938893903907228e-18    
04 Jan 2028 01:40:48.000   -651.8222598106748        -4.547473508864641e-13    49633.51918929718         2.686966491012714         0                         2.081668171172169e-17     
04 Jan 2028 01:55:12.000   -599.6510241415415        0                         49604.90065502503         2.685924337472643         2.775557561562891e-17     -6.938893903907228e-18    
04 Jan 2028 02:09:36.000   -546.0801972005652        9.094947017729282e-13     49578.71214863047         2.684903002089336         -2.775557561562891e-17    -1.387778780781446e-17    
04 Jan 2028 02:24:00.000   -491.2203189056672        -4.547473508864641e-13    49555.01271183086         2.683905243825095         0                         -1.734723475976807e-18    
04 Jan 2028 02:38:24.000   -435.1843553295705        4.547473508864641e-13     49533.8562317777          2.682933753021971         0                         8.326672684688674e-17     
04 Jan 2028 02:52:48.000   -378.0874909014906        4.547473508864641e-13     49515.29135000092         2.681991144623144         -5.551115123125783e-17    1.873501354054952e-16     
04 Jan 2028 03:07:12.000   -320.0468790459373        0                         49499.3614096243          2.681079953794824         0                         -8.326672684688674e-17    
04 Jan 2028 03:21:36.000   -261.1814034875401        2.273736754432321e-13     49486.10436776197         2.680202629549505         0                         1.734723475976807e-18     
04 Jan 2028 03:36:00.000   -201.6114470845786        0                         49475.55275912023         2.679361530368774         -5.551115123125783e-17    5.377642775528102e-17     
04 Jan 2028 03:50:24.000   -141.458623187807         -2.273736754432321e-13    49467.73365617641         2.678558920209518         -5.551115123125783e-17    9.020562075079397e-17     
04 Jan 2028 04:04:48.000   -80.8455462510648         0                         49462.66863239728         2.677796963829124         5.551115123125783e-17     1.214306433183765e-17     
04 Jan 2028 04:19:12.000   -19.89555555513844        -5.684341886080801e-13    49460.37375193773         2.677077723722533         5.551115123125783e-17     -6.678685382510707e-17    
04 Jan 2028 04:33:36.000   41.26751781874722         -2.273736754432321e-13    49460.85954980961         2.676403156078125         0                         -2.307182223049153e-16    
04 Jan 2028 04:48:00.000   102.519631621148          3.410605131648481e-13     49464.13104657087         2.675775108284402         0                         2.411265631607762e-16     
04 Jan 2028 05:02:24.000   163.7367602489305         4.263256414560601e-13     49470.18774551563         2.675195315400599         0                         2.112025832001763e-16     
04 Jan 2028 05:16:48.000   224.7951744621612         -3.517186542012496e-13    49479.02366865915         2.674665398140733         0                         1.981074538356248e-16     
04 Jan 2028 05:31:12.000   285.5716638573791         3.979039320256561e-13     49490.62737434752         2.674186859802153         0                         1.626303258728257e-16     
04 Jan 2028 05:45:36.000   345.9438004984327         3.410605131648481e-13     49504.98201002697         2.673761084630126         0                         -1.91253263226443e-16     
04 Jan 2028 06:00:00.000   405.7901650274258         2.273736754432321e-13     49522.06535228815         2.67338933539578          0                         1.110223024625157e-16     
04 Jan 2028 06:14:24.000   464.9905738974454         -2.273736754432321e-13    49541.84987988543         2.673072752536893         0                         -2.107689023311821e-16    
04 Jan 2028 06:28:48.000   523.4262996428055         0                         49564.30281493677         2.672812351554243         0                         -5.637851296924623e-17    
04 Jan 2028 06:43:12.000   580.9802982174729         -4.547473508864641e-13    49589.38622663236         2.672609023245526         5.551115123125783e-17     -2.740863092043355e-16    
04 Jan 2028 06:57:36.000   637.5373925828595         9.094947017729282e-13     49617.05708896209         2.672463532357959         5.551115123125783e-17     -1.665334536937735e-16    
04 Jan 2028 07:12:00.000   692.9844976683123         0                         49647.26739327141         2.672376518119981         -5.551115123125783e-17    -4.336808689942018e-17    
04 Jan 2028 07:26:24.000   747.2107955795641         0                         49679.96422211932         2.672348493955701         5.551115123125783e-17     1.266348137463069e-16     
04 Jan 2028 07:40:48.000   800.1079533754345         0                         49715.08987898574         2.672379848932885         5.551115123125783e-17     -1.422473250300982e-16    
04 Jan 2028 07:55:12.000   851.5702974821228         -4.547473508864641e-13    49752.5819714973          2.67247084835114          0                         -6.938893903907228e-18    
04 Jan 2028 08:09:36.000   901.4950345804589         0                         49792.37355888775         2.672621635959898         -5.551115123125783e-17    6.938893903907228e-18     
04 Jan 2028 08:24:00.000   949.7824364047399         0                         49834.39324852221         2.672832235151145         0                         3.122502256758253e-17     
04 Jan 2028 08:38:24.000   996.3360690205327         9.094947017729282e-13     49878.56535939523         2.673102551546339         0                         1.318389841742373e-16     
04 Jan 2028 08:52:48.000   1041.06299031161          -4.547473508864641e-13    49924.81003153248         2.673432374275903         2.775557561562891e-17     5.204170427930421e-17     
04 Jan 2028 09:07:12.000   1083.873986117015         0                         49973.04340314843         2.673821378106549         0                         6.938893903907228e-18     
04 Jan 2028 09:21:36.000   1124.683774619985         9.094947017729282e-13     50023.17775686357         2.674269125154955         2.775557561562891e-17     2.42861286636753e-17      
04 Jan 2028 09:36:00.000   1163.411226100478         0                         50075.12168761027         2.674775065093811         0                         -6.938893903907228e-18    
04 Jan 2028 09:50:24.000   1199.979542496313         9.094947017729282e-13     50128.78026396477         2.67533853607242          0                         3.469446951953614e-18     
04 Jan 2028 10:04:48.000   1234.316425987166         0                         50184.05524167772         2.675958765517379         0                         -3.469446951953614e-17    
04 Jan 2028 10:19:12.000   1266.35417193381          -9.094947017729282e-13    50240.84521682648         2.676634870102916         -2.775557561562891e-17    6.245004513516506e-17     
04 Jan 2028 10:33:36.000   1296.029712788152         9.094947017729282e-13     50299.04585514808         2.677365857932171         2.775557561562891e-17     -7.459310946700271e-17    
04 Jan 2028 10:48:00.000   1323.28454149544          0                         50358.55005299733         2.67815063152932          0                         -2.602085213965211e-17    
04 Jan 2028 11:02:24.000   1348.064531986305         -9.094947017729282e-13    50419.24816494148         2.678987995871379         -2.775557561562891e-17    -2.949029909160572e-17    
04 Jan 2028 11:16:48.000   1370.31958694131          -9.094947017729282e-13    50481.02815521818         2.679876671254283         2.775557561562891e-17     -8.847089727481716e-17    
04 Jan 2028 11:31:12.000   1390.003123192168         9.094947017729282e-13     50543.77580669061         2.680815316680167         1.387778780781446e-17     3.122502256758253e-17     
04 Jan 2028 11:45:36.000   1407.071340271674         9.094947017729282e-13     50607.37483411316         2.681802565313313         1.387778780781446e-17     -1.856154119295184e-16    
04 Jan 2028 12:00:00.000   1421.485181429885         9.094947017729282e-13     50671.70696828663         2.682836996274427         -1.387778780781446e-17    5.030698080332741e-17     
04 Jan 2028 12:14:24.000   1433.238866977129         -9.094947017729282e-13    50736.65213119983         2.683916384326922         1.387778780781446e-17     1.838806884535416e-16     
04 Jan 2028 12:28:48.000   1442.283414635286         -9.094947017729282e-13    50802.09010555592         2.685039857703059         6.938893903907228e-18     -2.081668171172169e-17    
04 Jan 2028 12:43:12.000   1448.608147174143         0                         50867.89834770176         2.686205415725007         -1.387778780781446e-17    1.144917494144693e-16     
04 Jan 2028 12:57:36.000   1452.203686645919         0                         50933.95384253649         2.687411048687689         3.469446951953614e-17     -2.055647319032516e-16    
04 Jan 2028 13:12:00.000   1453.063476582375         9.094947017729282e-13     51000.13310054967         2.68865473921877          -1.734723475976807e-17    3.382710778154774e-17     
04 Jan 2028 13:26:24.000   1451.184917128125         0                         51066.31231198959         2.68993445736807          -1.561251128379126e-17    -3.959506333917062e-16    
04 Jan 2028 13:40:48.000   1446.570176794514         1.818989403545856e-12     51132.36747684716         2.691248150338347         8.673617379884035e-18     -9.215718466126788e-18    
04 Jan 2028 13:55:12.000   1439.226718891253         0                         51198.17464536276         2.692593732169012         3.122502256758253e-17     3.469446951953614e-17     
04 Jan 2028 14:09:36.000   1429.167608728671         0                         51263.61011709349         2.693969072816694         -6.938893903907228e-18    5.507747036226363e-17     
04 Jan 2028 14:24:00.000   1416.411637085582         0                         51328.55072265511         2.695371990488335         0                         -2.714842239903703e-16    
04 Jan 2028 14:38:24.000   1400.983320048489         0                         51392.87404508233         2.696800245455983         2.081668171172169e-17     -4.336808689942018e-17    
04 Jan 2028 14:52:48.000   1382.9127966997           0                         51456.45871127982         2.698251538217709         -1.387778780781446e-17    5.377642775528102e-17     
04 Jan 2028 15:07:12.000   1362.235684517528         0                         51519.18460649664         2.699723509217992         1.387778780781446e-17     -2.099015405931937e-16    
04 Jan 2028 15:21:36.000   1338.992884814257         -9.094947017729282e-13    51580.93317917673         2.701213743811182         0                         -1.595945597898663e-16    
04 Jan 2028 15:36:00.000   1313.230411990383         0                         51641.5876139742          2.702719775956881         -5.551115123125783e-17    -7.459310946700271e-17    
04 Jan 2028 15:50:24.000   1284.999195137235         0                         51701.03312307257         2.704239097358484         2.775557561562891e-17     2.619432448724979e-16     
04 Jan 2028 16:04:48.000   1254.354939480921         0                         51759.15713233527         2.705769165387597         0                         -2.949029909160572e-17    
04 Jan 2028 16:19:12.000   1221.357977772407         -9.094947017729282e-13    51815.84953652232         2.707307413156012         2.775557561562891e-17     9.367506770274758e-17     
04 Jan 2028 16:33:36.000   1186.073184236868         0                         51871.00288135577         2.708851258426482         -2.775557561562891e-17    -2.012279232133096e-16    
04 Jan 2028 16:48:00.000   1148.569882918397         0                         51924.51260921761         2.710398113415405         -2.775557561562891e-17    -3.816391647148976e-17    
04 Jan 2028 17:02:24.000   1108.92180955291          0                         51976.27723749891         2.711945392575609         0                         1.387778780781446e-17     
04 Jan 2028 17:16:48.000   1067.207054723659         -9.094947017729282e-13    52026.19859990558         2.713490520591907         0                         6.245004513516506e-17     
04 Jan 2028 17:31:12.000   1023.508054183286         0                         52074.18202482333         2.715030937887877         2.775557561562891e-17     3.469446951953614e-18     
04 Jan 2028 17:45:36.000   977.9115331478797         0                         52120.13657502795         2.716564106075451         2.775557561562891e-17     -2.775557561562891e-17    
04 Jan 2028 18:00:00.000   930.5084871872866         4.547473508864641e-13     52163.97522784767         2.718087510846902         -2.775557561562891e-17    3.469446951953614e-18     
04 Jan 2028 18:14:24.000   881.394100077471          -4.547473508864641e-13    52205.61510776193         2.719598664686603         -5.551115123125783e-17    0                         
04 Jan 2028 18:28:48.000   830.6676768269233         4.547473508864641e-13     52244.97768933229         2.721095108542607         0                         -1.387778780781446e-17    
04 Jan 2028 18:43:12.000   778.432525829975          -4.547473508864641e-13    52281.9889832808          2.72257441111591          5.551115123125783e-17     1.387778780781446e-17     
04 Jan 2028 18:57:36.000   724.7958014389422         -4.547473508864641e-13    52316.57976126995         2.724034169875224         5.551115123125783e-17     -8.500145032286355e-17    
04 Jan 2028 19:12:00.000   669.8683239550397         4.547473508864641e-13     52348.68573879274         2.725472010303957         0                         4.336808689942018e-17     
04 Jan 2028 19:26:24.000   613.7643682340762         0                         52378.24775302562         2.726885585309476         0                         -7.459310946700271e-17    
04 Jan 2028 19:40:48.000   556.6013831339661         0                         52405.21195609285         2.728272575703935         0                         -5.204170427930421e-18    
04 Jan 2028 19:55:12.000   498.4997249859031         2.273736754432321e-13     52429.52995775234         2.729630690023754         -5.551115123125783e-17    -7.806255641895632e-17    
04 Jan 2028 20:09:36.000   439.5823117602646         -2.273736754432321e-13    52451.15899372168         2.730957666339827         0                         -9.8879238130678e-17      
04 Jan 2028 20:24:00.000   379.9743019480413         -2.273736754432321e-13    52470.06204006477         2.732251273690537         5.551115123125783e-17     -1.613292832658431e-16    
04 Jan 2028 20:38:24.000   319.8027063951821         0                         52486.20794585806         2.733509315764829         -1.110223024625157e-16    1.301042606982605e-16     
04 Jan 2028 20:52:48.000   259.1960349015069         -1.13686837721616e-13     52499.57151627531         2.734729634359135         -5.551115123125783e-17    -7.37257477290143e-17     
04 Jan 2028 21:07:12.000   198.2838915412981         -4.547473508864641e-13    52510.13360514234         2.735910115112476         5.551115123125783e-17     -2.133709875451473e-16    
04 Jan 2028 21:21:36.000   137.1966159946779         -3.979039320256561e-13    52517.88116110839         2.737048692775869         5.551115123125783e-17     3.469446951953614e-18     
04 Jan 2028 21:36:00.000   76.06489126841429         0                         52522.80728866273         2.738143359287048         0                         -1.715207836872068e-16    
04 Jan 2028 21:50:24.000   15.01938020974861         2.842170943040401e-14     52524.91124995813         2.739192170137272         0                         5.019856058607886e-17     
04 Jan 2028 22:04:48.000   -45.8096074813093         5.684341886080801e-14     52524.19847826394         2.740193252794301         0                         -7.719519468096792e-17    
04 Jan 2028 22:19:12.000   -106.2924700610212        2.273736754432321e-13     52520.68056770657         2.741144815365355         0                         -4.727121472036799e-17    
04 Jan 2028 22:33:36.000   -166.3005966701249        -1.13686837721616e-13     52514.37523842615         2.742045154251939         0                         1.89084858881472e-16      
04 Jan 2028 22:48:00.000   -225.7066802153943        0                         52505.30629607234         2.742892662770843         0                         -8.500145032286355e-17    
04 Jan 2028 23:02:24.000   -284.3849764072528        -2.273736754432321e-13    52493.5035705835          2.743685838552111         0                         8.500145032286355e-17     
04 Jan 2028 23:16:48.000   -342.2115450899459        0                         52479.0028429434          2.744423290311373         0                         7.979727989493313e-17     
04 Jan 2028 23:31:12.000   -399.0645074230712        -6.821210263296962e-13    52461.84575939056         2.745103744631299         0                         1.630640067418199e-16     
04 Jan 2028 23:45:36.000   -454.8242435754834        0                         52442.07973555084         2.745726050668958         -5.551115123125783e-17    -1.405126015541214e-16    
05 Jan 2028 00:00:00.000   -509.3736291879815        4.547473508864641e-13     52419.7578452452          2.746289185181722         5.551115123125783e-17     -1.994931997373328e-16    
05 Jan 2028 00:14:24.000   -562.5982229394021        4.547473508864641e-13     52394.93870206193         2.746792255340596         0                         8.326672684688674e-17     
05 Jan 2028 00:28:48.000   -614.386495328919         0                         52367.68632045526         2.747234501680276         5.551115123125783e-17     4.683753385137379e-17     
05 Jan 2028 00:43:12.000   -664.6300234883465        0                         52338.06998911994         2.747615300276637         -5.551115123125783e-17    -1.769417945496343e-16    
05 Jan 2028 00:57:36.000   -713.2237092249652        0                         52306.16409694796         2.747934162708094         5.551115123125783e-17     -4.163336342344337e-17    
05 Jan 2028 01:12:00.000   -760.0660108534661        -4.547473508864641e-13    52272.04797412651         2.748190737981264         -2.775557561562891e-17    2.775557561562891e-17     
05 Jan 2028 01:26:24.000   -805.0591531349035        -4.547473508864641e-13    52235.80571579925         2.748384812272558         -5.551115123125783e-17    5.204170427930421e-17     
05 Jan 2028 01:40:48.000   -848.1093781693678        -9.094947017729282e-13    52197.52598704872         2.748516310126488         -5.551115123125783e-17    -6.591949208711867e-17    
05 Jan 2028 01:55:12.000   -889.1271621942651        0                         52157.30182064851         2.748585294637418         5.551115123125783e-17     3.469446951953614e-18     
05 Jan 2028 02:09:36.000   -928.0274640192031        0                         52115.23039843763         2.748591969331053         0                         -6.938893903907228e-18    
05 Jan 2028 02:24:00.000   -964.7299356019004        0                         52071.41282748654         2.748536679334645         2.775557561562891e-17     6.938893903907228e-18     
05 Jan 2028 02:38:24.000   -999.1591447637138        9.094947017729282e-13     52025.95389313006         2.748419914328683         2.775557561562891e-17     2.42861286636753e-17      
05 Jan 2028 02:52:48.000   -1031.244759276736        0                         51978.96181217663         2.748242311221119         -2.775557561562891e-17    1.387778780781446e-17     
05 Jan 2028 03:07:12.000   -1060.921707200305        -9.094947017729282e-13    51930.54797943146         2.748004657121513         5.551115123125783e-17     6.938893903907228e-18     
05 Jan 2028 03:21:36.000   -1088.130312838846        0                         51880.82668979775         2.747707893024746         0                         1.023486850826316e-16     
05 Jan 2028 03:36:00.000   -1112.816380901191        0                         51829.91487421609         2.747353115496201         0                         -8.673617379884035e-17    
05 Jan 2028 03:50:24.000   -1134.931255003538        0                         51777.93183716678         2.746941578926424         1.387778780781446e-17     -4.85722573273506e-17     
05 Jan 2028 04:04:48.000   -1154.431835384125        9.094947017729282e-13     51724.99895284285         2.746474692981541         0                         8.673617379884035e-17     
05 Jan 2028 04:19:12.000   -1171.280567136407        9.094947017729282e-13     51671.23941719244         2.745954018043133         0                         -1.682681771697503e-16    
05 Jan 2028 04:33:36.000   -1185.445426681899        0                         51616.77795739462         2.745381255604404         -1.387778780781446e-17    -1.630640067418199e-16    
05 Jan 2028 04:48:00.000   -1196.899913194454        -9.094947017729282e-13    51561.74057140755         2.744758230979194         2.775557561562891e-17     1.656660919557851e-16     
05 Jan 2028 05:02:24.000   -1205.623096397432        0                         51506.25424108633         2.744086868830813         -6.938893903907228e-18    3.035766082959412e-17     
05 Jan 2028 05:16:48.000   -1211.599754923259        -9.094947017729282e-13    51450.44666524933         2.743369157052192         6.938893903907228e-18     -1.474514954580286e-17    
05 Jan 2028 05:31:12.000   -1214.820675123995        0                         51394.44595569947         2.742607099541916         3.122502256758253e-17     -5.160802341031001e-17    
05 Jan 2028 05:45:36.000   -1215.283180144426        0                         51338.38033419396         2.741802653325852         -1.387778780781446e-17    -4.640385298237959e-17    
05 Jan 2028 06:00:00.000   -1212.993076967302        0                         51282.37774359813         2.740957738647189         1.821459649775647e-17     -1.38669457860896e-16     
05 Jan 2028 06:14:24.000   -1207.963261169751        9.094947017729282e-13     51226.56532277478         2.740076062132973         1.734723475976807e-17     1.07552855510562e-16      
05 Jan 2028 06:28:48.000   -1200.194112218697        0                         51171.07035848546         2.739159725966245         -1.387778780781446e-17    -2.094678597241995e-16    
05 Jan 2028 06:43:12.000   -1189.712385796967        9.094947017729282e-13     51116.01868402785         2.738211269993462         2.775557561562891e-17     2.593411596585327e-16     
05 Jan 2028 06:57:36.000   -1176.547651814637        1.818989403545856e-12     51061.53470634457         2.73723337360056          -6.938893903907228e-18    5.204170427930421e-18     
05 Jan 2028 07:12:00.000   -1160.733214288853        1.818989403545856e-12     51007.74119705252         2.736228815716307         0                         -2.775557561562891e-17    
05 Jan 2028 07:26:24.000   -1142.306772572019        -9.094947017729282e-13    50954.7590908773          2.735200449774215         2.775557561562891e-17     -2.081668171172169e-17    
05 Jan 2028 07:40:48.000   -1121.310872396208        0                         50902.70726394198         2.734151185191314         0                         6.245004513516506e-17     
05 Jan 2028 07:55:12.000   -1097.793153650948        9.094947017729282e-13     50851.70228471003         2.733083975760908         0                         -8.153200337090993e-17    
05 Jan 2028 08:09:36.000   -1071.806474760538        0                         50801.85818292409         2.732001810016532         0                         -1.092875789865388e-16    
05 Jan 2028 08:24:00.000   -1043.408894532039        -9.094947017729282e-13    50753.28620201076         2.730907704557569         0                         -5.898059818321144e-17    
05 Jan 2028 08:38:24.000   -1012.663597149411        0                         50706.09457522144         2.729804696745977         2.775557561562891e-17     5.551115123125783e-17     
05 Jan 2028 08:52:48.000   -979.6387281077224        9.094947017729282e-13     50660.38829467499         2.728695838694554         0                         -1.006139616066548e-16    
05 Jan 2028 09:07:12.000   -944.4072188061307        0                         50616.26890668632         2.727584189658022         5.551115123125783e-17     -3.469446951953614e-17    
05 Jan 2028 09:21:36.000   -907.046555049769         0                         50573.83430204818         2.726472809264914         0                         3.469446951953614e-17     
05 Jan 2028 09:36:00.000   -867.6385643658526        -9.094947017729282e-13    50533.17853524887         2.725364749056527         0                         -7.632783294297951e-17    
05 Jan 2028 09:50:24.000   -826.2691675052049        0                         50494.39163673957         2.724263044760606         -2.775557561562891e-17    0                         
05 Jan 2028 10:04:48.000   -783.0281598473265        -9.094947017729282e-13    50457.55946893972         2.723170708334878         0                         2.42861286636753e-17      
05 Jan 2028 10:19:12.000   -738.0089646847164        9.094947017729282e-13     50422.7635458855          2.722090718893242         -5.551115123125783e-17    0                         
05 Jan 2028 10:33:36.000   -691.3084270070292        -9.094947017729282e-13    50390.08090937012         2.721026014916125         2.775557561562891e-17     -6.938893903907228e-18    
05 Jan 2028 10:48:00.000   -643.0265687388528        0                         50359.58399296747         2.719979486820185         2.775557561562891e-17     -2.42861286636753e-17     
05 Jan 2028 11:02:24.000   -593.2663892553446        4.547473508864641e-13     50331.34050292939         2.718953968863543         -5.551115123125783e-17    1.040834085586084e-17     
05 Jan 2028 11:16:48.000   -542.1336257671387        9.094947017729282e-13     50305.41330940837         2.717952232762875         -5.551115123125783e-17    -3.122502256758253e-17    
05 Jan 2028 11:31:12.000   -489.7365539857125        -4.547473508864641e-13    50281.86034517904         2.71697698049571          0                         -1.266348137463069e-16    
05 Jan 2028 11:45:36.000   -436.1857408884053        -4.547473508864641e-13    50260.7345212808          2.716030838843578         -5.551115123125783e-17    4.683753385137379e-17     
05 Jan 2028 12:00:00.000   -381.5938450397938        -4.547473508864641e-13    50242.08364425209         2.71511635309993          5.551115123125783e-17     -1.231653667943533e-16    
05 Jan 2028 12:14:24.000   -326.0753587389971        -4.547473508864641e-13    50225.95035358776         2.714235982475327         5.551115123125783e-17     4.85722573273506e-17      
