SC4.UTCGregorian           SC4.EnceladusICRF.X       SC4.EnceladusICRF.Y       SC4.EnceladusICRF.Z       SC4.EnceladusICRF.VX      SC4.EnceladusICRF.VY      SC4.EnceladusICRF.VZ      
01 Jan 2028 00:00:00.000   -156.953307390213         279.1424617171288         -315.1483111083508        -0.1047875638179754       0.02438336777086647       0.0814401583006763        
01 Jan 2028 00:01:00.000   -163.2178363800049        280.569031894207          -310.2156740427017        -0.1040247699902039       0.0231675129621145        0.08297754720300077       
01 Jan 2028 00:02:08.016   -170.2627210617065        282.0976347327232         -304.5133188664913        -0.1031217233563151       0.02177894774225386       0.0846942291423618        
01 Jan 2028 00:03:32.918   -178.968104839325         283.8726245760918         -297.2330720424652        -0.1019378016518413       0.02003138293164852       0.0867965932606376        
01 Jan 2028 00:05:03.510   -188.1431028842926        285.6022468209267         -289.2702732682228        -0.1006058728255059       0.01815068036441936       0.08898812563657543       
01 Jan 2028 00:06:57.358   -199.4969456195831        287.5331403613091         -278.9860931932926        -0.09883306649879131      0.01576644353060708       0.09166277820891899       
01 Jan 2028 00:09:11.555   -212.6122305393219        289.4589710831642         -266.4801778495312        -0.09660476616206815      0.01293093593159966       0.09469593391337305       
01 Jan 2028 00:12:20.278   -230.5293085575104        291.520310819149          -248.2239152789116        -0.0932253705305417       0.008908610309081411      0.09872911216053204       
01 Jan 2028 00:14:24.000   -241.9182107448578        292.4585620164871         -235.8537057638168        -0.0908600256426304       0.006257115791866497      0.1012175836238285        
01 Jan 2028 00:16:37.420   -253.8635282516479        293.1022655963898         -222.1782206892967        -0.08818218293675351      0.003391619940844137      0.1037563325279205        
01 Jan 2028 00:19:11.434   -267.1968417167664        293.3698517084122         -205.9848375618458        -0.084934831504766        8.398545624643816e-05     0.1064929308042633        
01 Jan 2028 00:21:45.533   -280.024667263031         293.128353536129          -189.3772140443325        -0.08152797837429304      -0.003215899078266915     0.1090155353812534        
01 Jan 2028 00:25:08.321   -296.0845730304718        292.0382971167564         -166.9613931179047        -0.07682292004617963      -0.007527376059657698     0.111995589090057         
01 Jan 2028 00:28:48.000   -312.3776173591614        289.8771662712097         -142.0442740023136        -0.07147041448342684      -0.01213486183458201      0.1147757011138628        
01 Jan 2028 00:32:24.132   -327.2349336147308        286.7723956108093         -116.9838814139366        -0.06597925384764558      -0.01657866660227114      0.1170461003725807        
01 Jan 2028 00:36:29.865   -342.657829284668         282.0913375020027         -87.96190279722214        -0.05951063167234949      -0.02149307659736799      0.1190608183817705        
01 Jan 2028 00:40:45.079   -356.966863155365         275.9742826223373         -57.37648591399193        -0.05259379617313442      -0.02640875122362552      0.1205149190054433        
01 Jan 2028 00:43:12.000   -364.396933555603         271.8927692174911         -39.62772929668427        -0.04854319999782675      -0.02913922110683487      0.1210598135829413        
01 Jan 2028 00:45:50.249   -371.730917930603         267.0545875430107         -20.43910098075867        -0.04414007658739649      -0.03199134060999853      0.1214116080048573        
01 Jan 2028 00:48:51.889   -379.2868282794952        260.9553438425064         1.628706276416779         -0.03905195356159474      -0.03514400494547765      0.1215205742604173        
01 Jan 2028 00:52:13.259   -386.5809445381165        253.5396925806999         26.08163300156593         -0.0333914390304102       -0.03847912601933956      0.121282870107728         
01 Jan 2028 00:55:37.857   -392.8245670795441        245.3356031179428         50.83933615684509         -0.02764441223587966      -0.0416869845281429       0.1206687565639548        
01 Jan 2028 00:57:36.000   -395.8950915336609        240.3056135773659         65.06592753529549         -0.02433758830993327      -0.04345362381021189      0.1201492831649835        
01 Jan 2028 01:00:33.214   -399.7704339027405        232.3787517547607         86.27348011732101         -0.01940535678621558      -0.04598325381127033      0.1191525559381992        
01 Jan 2028 01:04:00.938   -403.2058370113373        222.5348229408264         110.8757740259171         -0.01368353632556385      -0.0487617678749741       0.1176662601680709        
01 Jan 2028 01:07:44.670   -405.5863897800446        211.311502456665          136.9887409210205         -0.007614963025833532     -0.05152679472892441      0.1157033718360587        
01 Jan 2028 01:11:38.048   -406.637039899826         198.9741407036781         163.7160246670246         -0.001412499003265566     -0.05415902310810061      0.1132827687527902        
01 Jan 2028 01:12:00.000   -406.6617228984833        197.7826795578003         166.2000803649426         -0.0008365960968017561    -0.05439341977785972      0.1130365144491634        
01 Jan 2028 01:12:30.764   -406.6750738620758        196.1043035984039         169.6721856594086         -3.179516696683038e-05    -0.05471811271819771      0.1126862069364609        
01 Jan 2028 01:13:16.669   -406.6490635871887        193.581528365612          174.8327848613262         0.001164007926979238      -0.0551943646167965       0.1121523584013868        
01 Jan 2028 01:14:15.130   -406.5367109775543        190.3373936414719         181.3690513074398         0.002677924125293885      -0.05578665591529575      0.1114534782035026        
01 Jan 2028 01:15:51.754   -406.1579420566559        184.9010888934135         192.0806064009666         0.005157311200360226      -0.05673078025083722      0.1102528613524747        
01 Jan 2028 01:18:00.671   -405.2822387218475        177.5098520517349         206.1863151788712         0.008419314461987071      -0.05792341142811885      0.1085657817771439        
01 Jan 2028 01:20:57.019   -403.4103960990906        167.1600869297981         225.1174134910107         0.01279207365349322       -0.0594322977552233       0.1061082603507639        
01 Jan 2028 01:25:25.573   -399.1032078266144        150.9193805456161         253.0773695409298         0.01924148816093663       -0.06146396967119117      0.1020581857373477        
01 Jan 2028 01:26:24.000   -397.9389514923096        147.3164583444595         259.0133184790611         0.02060976456827923       -0.06186433472372688      0.1011312238390909        
01 Jan 2028 01:27:34.941   -396.4184477329254        142.9110805988312         266.1471215486526         0.02225392380277746       -0.06233081605167801      0.09998494808157155       
01 Jan 2028 01:29:21.609   -393.9143323898315        136.2266517877579         276.7186584472656         0.02469023790902725       -0.06299218122096129      0.09821994592010963       
01 Jan 2028 01:31:33.936   -390.4504535198212        127.8403669595718         289.5673415064812         0.02765184947005928       -0.06374686560903964      0.09596434306198276       
01 Jan 2028 01:33:54.601   -386.343729019165         118.8215456008911         302.8931056559086         0.03072528948621844       -0.06447090557446078      0.09349090812731653       
01 Jan 2028 01:36:50.814   -380.5982320308685        107.3890445232391         319.0869245231152         0.0344652763504012        -0.06526712534220636      0.09028972988611361       
