MotherShip.UTCGregorian   MotherShip.MothershipCentralBodyICRF.X   MotherShip.MothershipCentralBodyICRF.Y   MotherShip.MothershipCentralBodyICRF.Z   MotherShip.MothershipCentralBodyICRF.VX   MotherShip.MothershipCentralBodyICRF.VY   MotherShip.MothershipCentralBodyICRF.VZ   
03 Jan 2028 06:57:36.000   207174.141392231                         -120039.7817028165                       -8966.526109367609                       6.195581000955411                         10.82198878871583                         -1.333079582663165                        
03 Jan 2028 07:12:00.000   212312.0339660645                        -110569.2301774025                       -10108.68203777075                       5.695632897786329                         11.09683062917901                         -1.310345513179215                        
03 Jan 2028 07:26:24.000   217012.7880241871                        -100871.0236782432                       -11230.02469715476                       5.183855668816218                         11.34887773597619                         -1.284908639973342                        
03 Jan 2028 07:40:48.000   221266.6255755424                        -90965.08421188593                       -12328.24015122652                       4.661277134683473                         11.57761118555519                         -1.256819108301472                        
03 Jan 2028 07:55:12.000   225064.6662757397                        -80871.76290386915                       -13401.0600374043                        4.128947059663279                         11.7825567316863                          -1.226132254006001                        
03 Jan 2028 08:09:36.000   228398.9456038475                        -70611.80098682642                       -14446.26601466537                       3.587935333851497                         11.96328574711914                         -1.192908516593099                        
03 Jan 2028 08:24:00.000   231262.4314498901                        -60206.29000079632                       -15461.69413268566                       3.039330116531421                         12.11941610390197                         -1.157213344435413                        
03 Jan 2028 08:38:24.000   233649.0390865803                        -49676.63126015663                       -16445.23911559582                       2.484235941616109                         12.2506129907554                          -1.11911709205855                         
03 Jan 2028 08:52:48.000   235553.6444830894                        -39044.49464195967                       -17394.85855379701                       1.923771786115257                         12.35658966577342                         -1.07869490946542                         
03 Jan 2028 09:07:12.000   236972.0959365368                        -28331.77675282955                       -18308.57699647546                       1.359069102660403                         12.43710814260098                         -1.036026623450347                        
03 Jan 2028 09:21:36.000   237901.2239897251                        -17560.55853247643                       -19184.48993822932                       0.791269817216719                         12.49197980811991                         -0.9911966108549919                       
03 Jan 2028 09:36:00.000   238338.8496029377                        -6753.062353432178                       -20020.76769256592                       0.2215242932447126                        12.521065969559                           -0.9442936637206341                       
03 Jan 2028 09:50:24.000   238283.7905502319                        4068.391320288181                        -20815.65914559364                       -0.349010736304372                        12.52427832884227                         -0.8954108462944808                       
03 Jan 2028 10:04:48.000   237735.8660213947                        14881.42765188217                        -21567.49538230896                       -0.9191742676062091                       12.50157938189045                         -0.8446453438548973                       
03 Jan 2028 10:19:12.000   236695.8993937969                        25663.66146308184                        -22274.69317901134                       -1.487803153467517                        12.45298274050648                         -0.792098303329241                        
03 Jan 2028 10:33:36.000   235165.7191543579                        36392.74150818586                        -22935.75835433602                       -2.053734257805548                        12.37855337440523                         -0.7378746656884472                       
03 Jan 2028 10:48:00.000   233148.1579518318                        47046.39492231607                        -23549.28897199035                       -2.615806634977982                        12.27840777088917                         -0.6820829901164727                       
03 Jan 2028 11:02:24.000   230647.0497534275                        57602.47177159786                        -24113.97838786244                       -3.172863731614541                        12.15271400963283                         -0.6248352699699877                       
03 Jan 2028 11:16:48.000   227667.2250919342                        68038.98962926865                        -24628.61813476682                       -3.723755608373803                        12.00169175001622                         -0.5662467405601586                       
03 Jan 2028 11:31:12.000   224214.5043852329                        78334.17810308933                        -25092.10063755512                       -4.267341178783795                        11.82561212845066                         -0.5064356788129816                       
03 Jan 2028 11:45:36.000   220295.6893143654                        88466.52323383093                        -25503.42175149918                       -4.802490462083242                        11.62479756315546                         -0.4455231948852276                       
03 Jan 2028 12:00:00.000   215918.5522518158                        98414.81168466806                        -25861.68311756849                       -5.328086846698501                        11.39962146389439                         -0.3836330158420598                       
03 Jan 2028 12:14:24.000   211091.8237302303                        108158.1746365428                        -26166.09432691336                       -5.84302936072006                         11.15050784424736                         -0.3208912615304813                       
03 Jan 2028 12:28:48.000   205825.1779463291                        117676.1313076019                        -26415.97488868237                       -6.346234945455674                        10.87793083409404                         -0.2574262128120459                       
03 Jan 2028 12:43:12.000   200129.2163031101                        126948.6320057511                        -26610.75599455833                       -6.83664072786895                         10.58241409010101                         -0.193368072358119                        
03 Jan 2028 12:57:36.000   194015.4489898682                        135956.1006279588                        -26749.98207291961                       -7.313206287405215                        10.26453010216698                         -0.1288487182380651                       
03 Jan 2028 13:12:00.000   187496.2746064663                        144679.4765145183                        -26833.31212776899                       -7.7749159124416                          9.924899393956466                         -0.06400145057516582                      
03 Jan 2028 13:26:24.000   180584.9578459263                        153100.2555660605                        -26860.52085530758                       -8.220780841316063                        9.564189615864073                         0.001039268418566053                      
03 Jan 2028 13:40:48.000   173295.6052484512                        161200.5305300355                        -26831.49953350425                       -8.649841482618154                        9.183114528998049                         0.06613808067478377                       
03 Jan 2028 13:55:12.000   165643.1390500069                        168963.0303620696                        -26746.25667887926                       -9.061169609170898                        8.782432879037254                         0.1311590043740472                        
03 Jan 2028 14:09:36.000   157643.2691442966                        176371.1585659385                        -26604.91846606135                       -9.45387051988442                         8.362947159125447                         0.19596571148407                          
03 Jan 2028 14:24:00.000   149312.4631989002                        183409.0304168463                        -26407.72890514135                       -9.827085163436728                        7.925502261295144                         0.2604218102485145                        
03 Jan 2028 14:38:24.000   140667.9149496555                        190061.5089715719                        -26155.04977300763                       -10.17999221752989                        7.470984016271974                         0.3243911320989783                        
03 Jan 2028 14:52:48.000   131727.5107243061                        196314.2397682667                        -25847.36029529572                       -10.5118101172832                         7.000317621904243                         0.387738022417893                         
03 Jan 2028 15:07:12.000   122509.7942352295                        202153.6841208339                        -25485.2565753758                        -10.82179902616772                        6.514465960876196                         0.4503276345355349                        
03 Jan 2028 15:21:36.000   113033.9296991825                        207567.1509129405                        -25069.45076853037                       -11.10926274275819                        6.01442780880034                          0.5120262263014803                        
03 Jan 2028 15:36:00.000   103319.6633353233                        212542.8267953396                        -24600.76999861002                       -11.37355053648097                        5.501235934251872                         0.5727014585277965                        
03 Jan 2028 15:50:24.000   93387.28331589699                        217069.8046979308                        -24080.15501669049                       -11.61405890547343                        4.975955092782327                         0.6322226945606175                        
03 Jan 2028 16:04:48.000   83257.57823061943                        221138.1105619669                        -23508.65860047936                       -11.83023324964678                        4.439679917460159                         0.6904613001970352                        
03 Jan 2028 16:19:12.000   72951.79414463043                        224738.7282065153                        -22887.44369462132                       -12.02156945206043                        3.893532708991387                         0.7472909431286325                        
03 Jan 2028 16:33:36.000   62491.59033441544                        227863.6222438216                        -22217.78129318357                       -12.18761536176949                        3.338661129001363                         0.8025878910578816                        
03 Jan 2028 16:48:00.000   51898.99378466606                        230505.7589612603                        -21501.04806497693                       -12.32797217141412                        2.776235800594488                         0.856231307603867                         
03 Jan 2028 17:02:24.000   41196.35254716873                        232659.1250917912                        -20738.72372505069                       -12.44229568295825                        2.207447820838267                         0.9081035450866262                        
03 Jan 2028 17:16:48.000   30406.28805041313                        234318.7443978786                        -19932.38815429807                       -12.53029745518588                        1.633506190359901                         0.9580904332560136                        
03 Jan 2028 17:31:12.000   19551.64647769928                        235480.6920028329                        -19083.71827208996                       -12.59174582679666                        1.05563516576812                          1.006081563013163                         
03 Jan 2028 17:45:36.000   8655.449311256409                        236142.1064018607                        -18194.4846663475                        -12.62646680923495                        0.4750715411393713                        1.051970564158064                         
03 Jan 2028 18:00:00.000   -2259.156832695007                       236301.1990968585                        -17266.54798617959                       -12.63434484371681                        -0.1069381346912319                       1.095655376189285                         
03 Jan 2028 18:14:24.000   -13168.95096278191                       235957.2618014216                        -16301.85510423779                       -12.61532341730876                        -0.6891403977992656                       1.137038511177268                         
03 Jan 2028 18:28:48.000   -24050.68894314766                       235110.6711709499                        -15302.43505564332                       -12.56940553333087                        -1.27027775810684                         1.176027307736459                         
03 Jan 2028 18:43:12.000   -34881.15506601334                       233762.8910181522                        -14270.39476165175                       -12.49665403183796                        -1.849091629450413                        1.212534175129047                         
03 Jan 2028 18:57:36.000   -45637.21383094788                       231916.4719820023                        -13207.91454696655                       -12.39719175644035                        -2.424325292241836                        1.246476826548063                         
03 Jan 2028 19:12:00.000   -56295.86180591583                       229575.0486263037                        -12117.24346062541                       -12.27120156428401                        -2.994726879818012                        1.277778500647472                         
03 Jan 2028 19:26:24.000   -66834.27942562103                       226743.333951354                         -11000.69441080093                       -12.11892617660048                        -3.55905237924498                         1.30636817041419                          
03 Jan 2028 19:40:48.000   -77229.8825905323                        223427.1113097072                        -9860.639124929905                       -11.94066786786017                        -4.116068637063181                        1.332180738509967                         
03 Jan 2028 19:55:12.000   -87460.37392878532                       219633.2237263322                        -8699.502947241068                       -11.73678799221878                        -4.664556360226182                        1.355157218249696                         
03 Jan 2028 20:09:36.000   -97503.79357790947                       215369.56063205                          -7519.759486347437                       -11.50770634662383                        -5.203313102303696                        1.375244899428131                         
03 Jan 2028 20:24:00.000   -107338.5693442822                       210645.0420262814                        -6323.925126671791                       -11.2539003706488                         -5.731156224891278                        1.392397498257774                         
03 Jan 2028 20:38:24.000   -116943.5661039352                       205469.6000961661                        -5114.553416788578                       -10.97590418383951                        -6.246925824104385                        1.406575290737164                         
03 Jan 2028 20:52:48.000   -126298.134298563                        199854.1583249569                        -3894.229350537062                       -10.67430746207989                        -6.749487612016238                        1.417745228830282                         
03 Jan 2028 21:07:12.000   -135382.1573946476                       193810.6081353426                        -2665.563555240631                       -10.34975415521702                        -7.237735742955525                        1.425881038904717                         
03 Jan 2028 21:21:36.000   -144176.09816432                         187351.7831168175                        -1431.186402529478                       -10.00294104891483                        -7.710595574683675                        1.430963301946687                         
03 Jan 2028 21:36:00.000   -152661.0436620712                       180491.4308996797                        -193.7420579493046                       -9.634616174427334                        -8.167026354647582                        1.432979515146283                         
03 Jan 2028 21:50:24.000   -160818.7487585545                       173244.182744503                         1044.11751422286                         -9.245577070695147                        -8.606023821733267                        1.431924134524764                         
03 Jan 2028 22:04:48.000   -168631.6781122684                       165625.5209227204                        2279.738575160503                        -8.836668903860373                        -9.026622714237412                        1.427798598356243                         
03 Jan 2028 22:19:12.000   -176083.0464599133                       157651.7439742088                        3510.471647202969                        -8.408782449964683                        -9.427899175126951                        1.42061133122041                          
03 Jan 2028 22:33:36.000   -183156.857104063                        149339.929934442                         4733.677544683218                        -7.96285194723588                         -9.808973046057632                        1.410377728607661                         
03 Jan 2028 22:48:00.000   -189837.9384899139                       140707.8976306319                        5946.733383327723                        -7.499852824971935                        -10.16901004208741                        1.397120122083944                         
03 Jan 2028 23:02:24.000   -196111.9787738323                       131774.1661528945                        7147.038550853729                        -7.020799316600936                        -10.50722379952462                        1.380867725109259                         
03 Jan 2028 23:16:48.000   -201965.5582785606                       122557.9126134515                        8332.020622640848                        -6.526741965016022                        -10.82287778990696                        1.361656559689711                         
03 Jan 2028 23:31:12.000   -207386.1797511578                       113078.9283128381                        9499.14120593667                         -6.018765028759184                        -11.11528709370861                        1.339529364127805                         
03 Jan 2028 23:45:36.000   -212362.2963402271                       103357.5734352469                        10645.90169599652                        -5.497983798053035                        -11.38382002799987                        1.314535482219246                         
04 Jan 2028 00:00:00.000   -216883.3372173309                       93414.73040407896                        11769.84892886877                        -4.965541830043907                        -11.62789962295667                        1.286730734325414                         
04 Jan 2028 00:14:24.000   -220939.7307822704                       83271.75602710247                        12868.58071532845                        -4.422608112938224                        -11.84700494280445                        1.256177270828556                         
04 Jan 2028 00:28:48.000   -224522.9253833294                       72950.43256992102                        13939.75124019384                        -3.870374168956044                        -12.04067224750156                        1.222943408551132                         
04 Jan 2028 00:43:12.000   -227625.407520771                        62472.91789543629                        14981.07631376386                        -3.310051106226474                        -12.20849599219121                        1.18710345079161                          
04 Jan 2028 00:57:36.000   -230240.71747756                         51861.69481015205                        15990.33846065402                        -2.742866629868164                        -12.35012966219692                        1.148737491693964                         
04 Jan 2028 01:12:00.000   -232363.4623582363                       41139.51976144314                        16965.39183324575                        -2.17006202258025                         -12.46528644207237                        1.107931205730169                         
04 Jan 2028 01:26:24.000   -233989.3265078068                       30329.37102848291                        17904.16693687439                        -1.592889105056962                        -12.55373971796812                        1.064775623128537                         
04 Jan 2028 01:40:48.000   -235115.0792973042                       19454.39655077457                        18804.67515566945                        -1.012607186498382                        -12.61532341330338                        1.01936689213207                          
04 Jan 2028 01:55:12.000   -235738.5802795887                       8537.86153870821                         19665.01306724548                        -0.4304800153704775                       -12.64993215845727                        0.9718060290132389                        
04 Jan 2028 02:09:36.000   -235858.7817091942                       -2396.903990745544                       20483.36653652787                        0.1522272596064802                        -12.6575212958957                         0.9221986568092344                        
04 Jan 2028 02:24:00.000   -235475.7284460068                       -13326.55761379004                       21258.01457947493                        0.7342511084792207                        -12.63810672282907                        0.8706547337729615                        
04 Jan 2028 02:38:24.000   -234590.555262804                        -24227.79669249058                       21987.33298805356                        1.314332609617992                         -12.59176457414864                        0.8172882725585264                        
04 Jan 2028 02:52:48.000   -233205.4815855026                       -35077.41022747755                       22669.79770880938                        1.891220400653715                         -12.51863074900759                        0.7622170511778181                        
04 Jan 2028 03:07:12.000   -231323.8037061691                       -45852.33023458719                       23303.98796883225                        2.463673582005654                         -12.4189002849973                         0.7055623167773746                        
04 Jan 2028 03:21:36.000   -228949.8845038414                       -56529.68251645565                       23888.58914259076                        3.030464564629302                         -12.29282658441223                        0.6474484832880067                        
04 Jan 2028 03:36:00.000   -226089.1407427788                       -67086.83670389652                       24422.39535593987                        3.590381854052218                         -12.14072049759794                        0.5880028239988757                        
04 Jan 2028 03:50:24.000   -222748.027983427                        -77501.45544558764                       24904.31182187796                        4.142232763243985                         -11.96294926883456                        0.5273551601011262                        
04 Jan 2028 04:04:48.000   -218934.0231940746                       -87751.5426287055                        25333.35690665245                        4.684846047370343                         -11.75993535061462                        0.4656375462319433                        
04 Jan 2028 04:19:12.000   -214655.6051125526                       -97815.49052202702                       25708.6639225781                         5.217074454003701                         -11.53215509253977                        0.40298395403277                          
04 Jan 2028 04:33:36.000   -209922.2324495316                       -107672.1257332563                       26029.48264747858                        5.737797182907684                         -11.28013731136909                        0.3395299547104909                        
04 Jan 2028 04:48:00.000   -204744.3200058937                       -117300.7538822293                       26295.18056929111                        6.24592225006289                          -11.0044617490165                         0.2754124015633543                        
04 Jan 2028 05:02:24.000   -199133.212788105                        -126681.2028962374                       26505.24385711551                        6.740388751167213                         -10.70575742550579                        0.2107691133994152                        
04 Jan 2028 05:16:48.000   -193101.1582174301                       -135793.8648391366                       26659.27805909514                        7.220169020400014                         -10.38470089406042                        0.1457385597410168                        
04 Jan 2028 05:31:12.000   -186661.2765176296                       -144619.7361935973                       26757.00852975249                        7.684270680810652                         -10.04201440561523                        0.08045954866647076                       
04 Jan 2028 05:45:36.000   -179827.5293784142                       -153140.4565201998                       26798.28058874607                        8.131738583240985                         -9.678463990113194                        0.01507091809966266                       
04 Jan 2028 06:00:00.000   -172614.6869950294                       -161338.3454269171                       26783.05941477418                        8.561656631244087                         -9.294857461966492                        -0.05028876868936027                      
04 Jan 2028 06:14:24.000   -165038.2935810089                       -169196.4377836585                       26711.42967858911                        8.973149489988657                         -8.892042357051974                        -0.1154815226541439                       
04 Jan 2028 06:28:48.000   -157114.6314508915                       -176698.5171283484                       26583.59491926432                        9.365384177660314                         -8.470903808544584                        -0.1803702229451041                       
04 Jan 2028 06:43:12.000   -148860.6837859154                       -183829.147213757                        26399.8766694665                         9.737571538363916                         -8.032362368798093                        -0.2448189046671168                       
04 Jan 2028 06:57:36.000   -140294.0961737633                       -190573.7016513348                       26160.71333476901                        10.08896759600589                         -7.577371784352337                        -0.3086930398537815                       
04 Jan 2028 07:12:00.000   -131433.1370296478                       -196918.39161551                         25866.6588332653                         10.41887478908487                         -7.106916730975867                        -0.3718598111415945                       
04 Jan 2028 07:26:24.000   -122296.6570060253                       -202850.2915756106                       25518.38100230694                        10.7266430867398                          -6.622010515465075                        -0.4341883776774687                       
04 Jan 2028 07:40:48.000   -112904.0474848747                       -208357.3630304337                       25116.65977883339                        11.01167098679823                         -6.123692750700023                        -0.4955501328431415                       
04 Jan 2028 07:55:12.000   -103275.1982600689                       -213428.4762248397                       24662.38516071439                        11.27340639693094                         -5.613027010210709                        -0.555818953429803                        
04 Jan 2028 08:09:36.000   -93430.4545083046                        -218053.4298329949                       24156.55495649576                        11.51134740034903                         -5.091098468251619                        -0.6148714399432462                       
04 Jan 2028 08:24:00.000   -83390.57314825058                       -222222.9685986638                       23600.27233183384                        11.72504290778263                         -4.559011531103545                        -0.6725871477664382                       
04 Jan 2028 08:38:24.000   -73176.67868375778                       -225928.7989267707                       22994.74315965176                        11.91409319774505                         -4.017887465026961                        -0.728848808951752                        
04 Jan 2028 08:52:48.000   -62810.21862745285                       -229163.6024267077                       22341.273183465                          12.07815034732581                         -3.46886202599898                         -0.7835425444564272                       
04 Jan 2028 09:07:12.000   -52312.91860127449                       -231921.0474088788                       21641.26500102878                        12.21691855595717                         -2.913083096051658                        -0.8365580666755692                       
04 Jan 2028 09:21:36.000   -41706.73719787598                       -234195.798345089                        20896.21487718821                        12.3301543647727                          -2.351708330724122                        -0.88778887216528                         
04 Jan 2028 09:36:00.000   -31013.82070207596                       -235983.5233014822                       20107.7093949914                         12.4176667743174                          -1.785902821826893                        -0.9371324244825683                       
04 Jan 2028 09:50:24.000   -20256.45774817467                       -237280.8993607759                       19277.42195248604                        12.47931726348316                         -1.216836779410476                        -0.9844903271024297                       
04 Jan 2028 10:04:48.000   -9457.034007787704                       -238085.6160511971                       18407.10911500454                        12.51501971262526                         -0.6456832365221761                       -1.029768486401371                        
04 Jan 2028 10:19:12.000   1362.01302075386                         -238396.3768028021                       17498.6068302989                         12.52474023387118                         -0.07361578003885683                      -1.072877264723874                        
04 Jan 2028 10:33:36.000   12178.23903346062                        -238212.8984569311                       16553.82651624084                        12.50849691166644                         0.498193689426099                         -1.113731623572382                        
04 Jan 2028 10:48:00.000   22969.23768210411                        -237535.9088519812                       15574.75102871656                        12.46635945660759                         1.068577165824378                         -1.152251256982394                        
04 Jan 2028 11:02:24.000   33712.68499898911                        -236367.1425175071                       14563.43051880598                        12.3984487755948                          1.636372711729095                         -1.188360715162777                        
04 Jan 2028 11:16:48.000   44386.38341522217                        -234709.3345039487                       13521.97818672657                        12.30493646130284                         2.200426595947084                         -1.221989518496858                        
04 Jan 2028 11:31:12.000   54968.30530548096                        -232566.2123837471                       12452.56594222784                        12.18604420391101                         2.759595392723252                         -1.253072262012227                        
04 Jan 2028 11:45:36.000   65436.63599181175                        -229942.4864543676                       11357.41997805238                        12.04204312796517                         3.31274804079548                          -1.281548710438027                        
04 Jan 2028 12:00:00.000   75769.81614041328                        -226843.8381810188                       10238.81626561284                        11.87325305715216                         3.858767860759031                         -1.307363883975159                        
04 Jan 2028 12:14:24.000   85946.58349561691                        -223276.9069143534                       9099.075980812311                        11.68004170967305                         4.396554529386458                         -1.330468134911498                        
04 Jan 2028 12:28:48.000   95946.013890028                          -219249.2749223113                       7940.560866832733                        11.46282382678702                         4.925026009717747                         -1.350817215212578                        
04 Jan 2028 12:43:12.000   105747.5614714622                        -214769.4507727027                       6765.668543249369                        11.22206023698257                         5.443120435869307                         -1.368372335227775                        
04 Jan 2028 12:57:36.000   115331.0980973244                        -209846.851107955                        5576.827767401934                        10.95825685810222                         5.949797951654821                         -1.383100213639313                        
04 Jan 2028 13:12:00.000   124676.951836586                         -204491.7808516622                       4376.493657082319                        10.6719636396198                          6.444042502205955                         -1.394973118786242                        
04 Jan 2028 13:26:24.000   133765.9445371628                        -198715.4118866324                       3167.142880469561                        10.3637734471337                          6.92486357787226                          -1.403968901487215                        
04 Jan 2028 13:40:48.000   142579.4284033775                        -192529.7602487803                       1951.268822044134                        10.03432089100559                         7.391297909748765                         -1.410071019480077                        
04 Jan 2028 13:55:12.000   151099.3215363026                        -185947.6618754268                       731.3767304718494                        9.684281100938808                         7.842411116224996                         -1.413268553588099                        
04 Jan 2028 14:09:36.000   159308.1423969269                        -178982.7469540834                       -490.0211437940598                       9.314368448160195                         8.277299299985023                         -1.413556215713702                        
04 Jan 2028 14:24:00.000   167189.0431370735                        -171649.4129109979                       -1710.410414218903                       8.925335216741299                         8.69509059489439                          -1.410934348750311                        
04 Jan 2028 14:38:24.000   174725.8417673111                        -163962.7960874438                       -2927.279420524836                       8.517970225472471                         9.094946662211072                         -1.405408918492442                        
04 Jan 2028 14:52:48.000   181903.0531077385                        -155938.7421429753                       -4138.124080449343                       8.09309740159043                          9.476064135528592                         -1.396991497612396                        
04 Jan 2028 15:07:12.000   188705.9184908867                        -147593.7752346396                       -5340.452724456787                       7.651574307553297                         9.837676013828053                         -1.38569924175999                         
04 Jan 2028 15:21:36.000   195120.4341673851                        -138945.0660137534                       -6531.790906041861                       7.194290621962153                         10.1790530019612                          -1.371554857830101                        
04 Jan 2028 15:36:00.000   201133.3783836365                        -130010.3984887004                       -7709.686181873083                       6.722166575644302                         10.49950479782149                         -1.354586564430562                        
04 Jan 2028 15:50:24.000   206732.3370864391                        -120808.1357978582                       -8871.712853580713                       6.236151343842248                         10.79838132538169                         -1.334828044570781                        
04 Jan 2028 16:04:48.000   211905.7282214165                        -111357.1849414706                       -10015.47666609287                       5.73722139539597                          11.07507391268788                         -1.31231839058042                         
04 Jan 2028 16:19:12.000   216642.8245863914                        -101676.9605199695                       -11138.61945453286                       5.22637879976206                          11.32901641380267                         -1.287102041256309                        
04 Jan 2028 16:33:36.000   220933.7752027512                        -91787.34752720594                       -12238.82373377681                       4.70464949268748                          11.55968627358106                         -1.259228711225306                        
04 Jan 2028 16:48:00.000   224769.6251745224                        -81708.6632488966                        -13313.81722322106                       4.17308150134442                          11.76660553405148                         -1.228753312502049                        
04 Jan 2028 17:02:24.000   228142.3339905739                        -71461.61831784248                       -14361.37730079889                       3.632743129744654                         11.9493417810511                          -1.195735868212294                        
04 Jan 2028 17:16:48.000   231044.7922518253                        -61067.27697634697                       -15379.33537885547                       3.08472110526586                          12.10750902965035                         -1.16024141844486                         
04 Jan 2028 17:31:12.000   233470.8367671967                        -50547.01660203934                       -16365.58119511604                       2.530118687182419                         12.24076854676672                         -1.122339918191422                        
04 Jan 2028 17:45:36.000   235415.2640132904                        -39922.48654979467                       -17318.06701248884                       1.970053738132556                         12.34882960925636                         -1.082106127327092                        
04 Jan 2028 18:00:00.000   236873.8419003487                        -29215.56636762619                       -18234.811719805                         1.405656759560383                         12.43145019563574                         -1.039619492585737                        
04 Jan 2028 18:14:24.000   237843.3198349476                        -18448.32344394922                       -19113.90482756495                       0.8380688922476942                        12.48843760947934                         -0.9949640214804774                       
04 Jan 2028 18:28:48.000   238321.4370343685                        -7642.97014695406                        -19953.51035097241                       0.2684398831809709                        12.5196490324173                          -0.9482281481238974                       
04 Jan 2028 18:43:12.000   238306.9290723801                        3178.179483115673                        -20751.87057366967                       -0.3020739798596708                       12.52499200455396                         -0.8995045909064352                       
04 Jan 2028 18:57:36.000   237799.532627821                         13992.75342440605                        -21507.30968493223                       -0.8723119644629911                       12.50442483003115                         -0.8488902019956059                       
04 Jan 2028 19:12:00.000   236799.9884085655                        24778.36568075418                        -22218.23728320003                       -1.441111018783658                        12.45795690537432                         -0.7964858086298445                       
04 Jan 2028 19:26:24.000   235310.0422260761                        35512.66053915024                        -22883.15173918009                       -2.007307923881992                        12.38564896818471                         -0.7423960461894685                       
04 Jan 2028 19:40:48.000   233332.4442036152                        46173.35700583458                        -23500.64341080189                       -2.569741471093572                        12.28761326368515                         -0.6867291830427851                       
04 Jan 2028 19:55:12.000   230870.9460883141                        56738.29335135221                        -24069.39770364761                       -3.127254662105017                        12.16401362658429                         -0.6295969371798371                       
04 Jan 2028 20:09:36.000   227930.296656847                         67185.47168666124                        -24588.19796922803                       -3.678696929172656                        12.01506547570179                         -0.5711142846656996                       
04 Jan 2028 20:24:00.000   224516.2351927757                        77493.10249853134                        -25055.92823421955                       -4.222926372672635                        11.84103571879391                         -0.5113992599658737                       
04 Jan 2028 20:38:24.000   220635.4830272198                        87639.64906102419                        -25471.57575389743                       -4.758812012913886                        11.64224256503888                         -0.4505727482205453                       
04 Jan 2028 20:52:48.000   216295.7331240177                        97603.87164461613                        -25834.23338237405                       -5.285236052871216                        11.41905524268526                         -0.3887582695707898                       
04 Jan 2028 21:07:12.000   211505.6377141476                        107364.8714405894                        -26143.10175323486                       -5.801096148231895                        11.17189361943027                         -0.3260817556675359                       
04 Jan 2028 21:21:36.000   206274.7939581871                        116902.1341129541                        -26397.49126404524                       -6.305307680852259                        10.90122772319669                         -0.262671318527115                        
04 Jan 2028 21:36:00.000   200613.7276518345                        126195.5728936195                        -26596.82385721803                       -6.796806031450206                        10.60757716109149                         -0.1986570119288329                       
