SC6.UTCGregorian           SC6.EnceladusICRF.X       SC6.EnceladusICRF.Y       SC6.EnceladusICRF.Z       SC6.EnceladusICRF.VX      SC6.EnceladusICRF.VY      SC6.EnceladusICRF.VZ      
01 Jan 2028 00:00:00.000   39.76365280151367         466.3409960865974         94.29833689332008         -0.06794326283180396      0.01707760451933815       -0.1085733830375366       
01 Jan 2028 00:01:00.000   35.68111300468445         467.3139474391937         87.77195367217064         -0.06813880643635173      0.01535232722598678       -0.1089683953712646       
01 Jan 2028 00:02:08.016   31.03956627845764         468.291287958622          80.3459974527359          -0.06834144077886251      0.01338399063470597       -0.1093845514339034       
01 Jan 2028 00:03:32.918   25.22752523422241         469.3226982951164         71.03867584466934         -0.06856560120448663      0.0109094952831601        -0.1098561451334312       
01 Jan 2028 00:05:03.510   19.00650310516357         470.19067299366           61.0659726858139          -0.06876901890840514      0.008249466666187644      -0.1102997756493629       
01 Jan 2028 00:06:57.358   11.16523718833923         470.9383617043495         48.48099690675735         -0.06897144257242793      0.004881015657693055      -0.1107685343879474       
01 Jan 2028 00:09:11.555   1.89768385887146          471.3252191543579         33.58616352081299         -0.06913267478498675      0.0008794391344313368     -0.1111918200206325       
01 Jan 2028 00:12:20.278   -11.15969443321228        470.956772506237          12.56385320425034         -0.06921521288526478      -0.004791001519075522     -0.1115456827632988       
01 Jan 2028 00:14:24.000   -19.72151041030884        470.1330505609512         -1.242805987596512        -0.06917654417861918      -0.008526351007192901     -0.1116220255704183       
01 Jan 2028 00:16:37.420   -28.94365954399109        468.7262995839119         -16.13317307829857        -0.06905167718698557      -0.01256188515512413      -0.1115645482558536       
01 Jan 2028 00:19:11.434   -39.56066536903381        466.4328409433365         -33.29908338189125        -0.06879967123341402      -0.01721946318069278      -0.11131653668631         
01 Jan 2028 00:21:45.533   -50.13575339317322        463.4210376739502         -50.42117032408714        -0.06843168839265878      -0.02186650737867524      -0.110872905497887        
01 Jan 2028 00:25:08.321   -63.94931483268738        458.3699234724045         -72.82121321558952        -0.06777159699404045      -0.0279402661398116       -0.1099916758790114       
01 Jan 2028 00:28:48.000   -78.73851871490479        451.5166592597961         -96.84488594532013        -0.06683371103203228      -0.03443557749775827      -0.1086591834981023       
01 Jan 2028 00:32:24.132   -93.06367897987366        443.3939475417137         -120.1538922488689        -0.06568977348646321      -0.0407062489198271       -0.1069720117402051       
01 Jan 2028 00:36:29.865   -109.0198600292206        432.5334990024567         -146.1601423621178        -0.06413159722958994      -0.04764951967859865      -0.1046143902822747       
01 Jan 2028 00:40:45.079   -125.1512134075165        419.4790635704994         -172.4964074194431        -0.06223671574822554      -0.05460470648804794      -0.1016925146686374       
01 Jan 2028 00:43:12.000   -134.2070915699005        411.1710690259933         -187.3001109361649        -0.06102470923452685      -0.05847267730853289      -0.09980254988070314      
01 Jan 2028 00:45:50.249   -143.7547311782837        401.5961232185364         -202.9220895767212        -0.0596254408732193       -0.06251652905320348      -0.09760552845456782      
01 Jan 2028 00:48:51.889   -154.4306879043579        389.8314963579178         -220.4074155688286        -0.05790566639741535      -0.06699058586118234      -0.09488790466589236      
01 Jan 2028 00:52:13.259   -165.8880808353424        375.8605689406395         -239.1924772560596        -0.05586615454713595      -0.07172780901750464      -0.09164563260234004      
01 Jan 2028 00:55:37.857   -177.0948598384857        360.7142714858055         -257.586386680603         -0.05366176761157959      -0.07628756353535238      -0.08812283048675873      
01 Jan 2028 00:57:36.000   -183.3564786911011        351.5521886944771         -267.8722118735313        -0.05233275954449468      -0.07879962770372018      -0.08599148688011304      
01 Jan 2028 01:00:33.214   -192.448835849762         337.2660246491432         -282.8189925253391        -0.05026821721438246      -0.08239692319692793      -0.08267140110661764      
01 Jan 2028 01:04:00.938   -202.6308584213257        319.734894990921          -299.5728123784065        -0.04774883947496633      -0.08634696120842289      -0.07860745284821924      
01 Jan 2028 01:07:44.670   -213.0002522468567        299.9706186056137         -316.6528396904469        -0.04492838581944092      -0.09027370930836387      -0.07404510683600485      
01 Jan 2028 01:11:38.048   -223.1321201324463        278.4601961374283         -333.3605042099953        -0.04188337612881909      -0.09400365535364053      -0.06910807964658972      
01 Jan 2028 01:12:00.000   -224.0483372211456        276.3930081129074         -334.8723597824574        -0.041592103793473        -0.09433520197509271      -0.06863532632976366      
01 Jan 2028 01:12:30.764   -225.3215899467468        273.4837828278542         -336.9736515879631        -0.04118258829612742      -0.09479426389803791      -0.06797052947661975      
01 Jan 2028 01:13:16.669   -227.1979787349701        269.1168022155762         -340.0709472596645        -0.04056875327479581      -0.09546713613439994      -0.06697378092890371      
01 Jan 2028 01:14:15.130   -229.5467252731323        263.5111024975777         -343.9490366876125        -0.03978234363668953      -0.09630308756421257      -0.06569637437061537      
01 Jan 2028 01:15:51.754   -233.3274505138397        254.1411084532738         -350.1941807568073        -0.03847169565072939      -0.0976332840341092       -0.06356646589513737      
01 Jan 2028 01:18:00.671   -238.1733434200287        241.4453492760658         -358.2040211558342        -0.03670342387539094      -0.09930852400482326      -0.06069131451790444      
01 Jan 2028 01:20:57.019   -244.4302799701691        223.7435170412064         -368.5560309588909        -0.0342521035900667       -0.1014170098687872       -0.05670338981680523      
01 Jan 2028 01:25:25.573   -253.1208987236023        196.1195351481438         -382.9573469161987        -0.0304583547060453       -0.1042264115020464       -0.05052909039753217      
01 Jan 2028 01:26:24.000   -254.8761489391327        190.0137863755226         -385.869995623827         -0.0296247674390191       -0.1047742431942513       -0.04917237010458209      
01 Jan 2028 01:27:34.941   -256.9417533874512        182.558297932148          -389.2997322380543        -0.02860923001600923      -0.1054093118840456       -0.04751960647593112      
01 Jan 2028 01:29:21.609   -259.9117367267609        171.2661558389664         -394.2355929613113        -0.02707581014860416      -0.1063025551112995       -0.04502434311385262      
01 Jan 2028 01:31:33.936   -263.3682141304016        157.1316608190536         -399.9879179298878        -0.02516409321663104      -0.1073087984050964       -0.04191439258467877      
01 Jan 2028 01:33:54.601   -266.7644240856171        141.9689379930496         -405.6504558026791        -0.02312226965689845      -0.1082564235873011       -0.03859436082469081      
01 Jan 2028 01:36:50.814   -270.6126735210419        122.8007850646973         -412.0837036669254        -0.02055336761616289      -0.1092690558296683       -0.0344204062951512       
01 Jan 2028 01:40:21.313   -274.6151266098022        99.69386172294617         -418.8032106459141        -0.01747303979166581      -0.1102296144255508       -0.02942141961990963      
01 Jan 2028 01:40:48.000   -275.0762045383453        96.75082498788834         -419.5799061655998        -0.01708188597047311      -0.1103323439601214       -0.02878717071584891      
01 Jan 2028 01:41:38.543   -275.9208521842957        91.16957169771194         -421.0045466721058        -0.01634076931689066      -0.1105153020142522       -0.02758583490230127      
01 Jan 2028 01:42:39.498   -276.8896489143372        84.42691850662231         -422.6418775618076        -0.01544657397326432      -0.1107158539206514       -0.02613703794476319      
01 Jan 2028 01:44:01.231   -278.1031222343445        75.36795324087143         -424.6987507343292        -0.01424705040153995      -0.1109505672917663       -0.02419477203716802      
01 Jan 2028 01:45:36.019   -279.387619972229         64.84018981456757         -426.8854087889194        -0.01285551839370136      -0.1111741882153359       -0.02194349606815127      
01 Jan 2028 01:47:30.907   -280.7676827907562        52.05521017313004         -429.2498506307602        -0.01116886634527603      -0.1113761370544051       -0.01921769853469613      
01 Jan 2028 01:49:36.405   -282.0537798404694        38.06828874349594         -431.475060492754         -0.009327191494435283     -0.111511415707195        -0.01624534992219129      
01 Jan 2028 01:51:55.551   -283.2096545696259        22.54744219779968         -433.5067102909088        -0.007287138978830043     -0.111558898169168        -0.01295810582983314      
01 Jan 2028 01:54:24.914   -284.134744644165         5.888174295425415         -435.1793849170208        -0.005100694352250912     -0.1114919388226774       -0.009441661285772618     
01 Jan 2028 01:55:12.000   -284.3587093353271        0.6394824385643005        -435.59792304039          -0.004412352811533182     -0.1114458586609741       -0.008336130955487242     
01 Jan 2028 01:56:13.841   -284.6036384105682        -6.25008088350296         -436.0686003267765        -0.003509100032477619     -0.1113673409986786       -0.006886595769569404     
01 Jan 2028 01:57:37.294   -284.8456740379333        -15.53856074810028        -436.5618421435356        -0.002291709555610311     -0.1112292279007345       -0.004935084977296889     
01 Jan 2028 01:59:18.535   -285.0030372142792        -26.78903257846832        -436.9419481754303        -0.0008174723015397234    -0.1110125598044451       -0.002575283019330854     
01 Jan 2028 02:01:25.299   -284.9899001121521        -40.84031307697296        -437.0817843973637        0.00102384983551751       -0.1106662364947981       0.0003665520550866219     
01 Jan 2028 02:03:35.711   -284.7331738471985        -55.24464792013168        -436.8375058174133        0.002912251746677086      -0.1102240068403972       0.003376845971525988      
01 Jan 2028 02:06:07.291   -284.1258983612061        -71.90673917531967        -436.0618453323841        0.005098759433082023      -0.1096020281391459       0.00685329707584259       
01 Jan 2028 02:09:10.636   -282.9496202468872        -91.92121887207031        -434.4224590957165        0.00773001276266605       -0.108696982126081        0.01102318432989513       
01 Jan 2028 02:09:36.000   -282.7489531040192        -94.67648994922638        -434.1355872750282        0.008092778808510559      -0.1085587586805428       0.01159685222560647       
01 Jan 2028 02:10:19.305   -282.3850967884064        -99.37239468097687        -433.6122100353241        0.008711403778066895      -0.1083155093324066       0.01257442134917497       
01 Jan 2028 02:11:34.955   -281.6852750778198        -107.5496842861176        -432.5965388417244        0.009789798530617233      -0.1078687082433634       0.01427636518536346       
01 Jan 2028 02:13:03.795   -280.7594282627106        -117.1082011461258        -431.2397859096527        0.01105239437412564       -0.1073086921031248       0.01626543462571295       
01 Jan 2028 02:14:58.349   -279.400381565094         -129.356861114502         -429.2303545773029        0.012674019403347         -0.1065307183233752       0.01881426031611344       
01 Jan 2028 02:17:30.219   -277.3130483627319        -145.4514251351357        -426.1182133257389        0.01481213427442718       -0.1054031629400773       0.02216443870595253       
01 Jan 2028 02:20:18.970   -274.6141796112061        -163.1237751841545        -422.0666534006596        0.01717116455845691       -0.1040229896162979       0.02584633116677093       
01 Jan 2028 02:23:27.401   -271.1321439743042        -182.5675648450851        -416.8131839036942        0.01978294588576723       -0.1023252073902237       0.02990411785290803       
01 Jan 2028 02:24:00.000   -270.4799172878265        -185.8982012271881        -415.8269947469234        0.0202322674805           -0.1020148410625668       0.03060015945821082       
01 Jan 2028 02:24:46.533   -269.5235593318939        -190.6347535252571        -414.3800311386585        0.02087231070657936       -0.1015633455740925       0.03159058316149554       
01 Jan 2028 02:25:45.802   -268.2623708248138        -196.6369422674179        -412.4704281389713        0.02168523132759326       -0.1009738800390076       0.03284669738129953       
01 Jan 2028 02:27:21.451   -266.1256778240204        -206.2481814622879        -409.2322311103344        0.02299152307599428       -0.09998870013500749      0.03486080234640809       
01 Jan 2028 02:29:11.125   -263.5223474502563        -217.1501462459564        -405.2831518650055        0.0244805712911127        -0.09880772638358071      0.03714997294778311       
01 Jan 2028 02:31:31.910   -259.9421293735504        -230.9494588971138        -399.8480294048786        0.02637761711716813       -0.09721174239974051      0.04005567507316776       
01 Jan 2028 02:33:57.644   -255.9559948444366        -244.9904307723045        -393.7938061356544        0.02832347829268578       -0.09546530222128702      0.04302323948193543       
01 Jan 2028 02:36:34.963   -251.336333990097         -259.8536782264709        -386.7765438854694        0.03040247503619042       -0.09347274690392293      0.04617881304516569       
01 Jan 2028 02:38:24.000   -247.9434304237366        -269.9673009514809        -381.6235308349133        0.03182961272590212       -0.09202657218887733      0.04833564533441326       
01 Jan 2028 02:40:48.322   -243.2144696712494        -283.1058483123779        -374.4439313113689        0.03370031409756535       -0.09003059260944379      0.05115090139975553       
01 Jan 2028 02:43:23.927   -237.8151655197144        -296.9409457445145        -366.2517748773098        0.03569275880236056       -0.08777435023544822      0.05413391497956965       
01 Jan 2028 02:46:02.614   -231.9917941093445        -310.6796791553497        -357.4238942861557        0.03769695286058727       -0.08536225160794508      0.05711773154622701       
01 Jan 2028 02:49:47.033   -223.218430519104         -329.4364894032478        -344.1415847837925        0.04048027901246165       -0.08175964340890829      0.06123209328117873       
01 Jan 2028 02:52:48.000   -215.693309545517         -343.9568921327591        -332.7676231563091        0.04267799074157352       -0.07869146175921671      0.06445520889408929       
01 Jan 2028 02:55:49.063   -207.7702085971832        -357.9160953164101        -320.8119263648987        0.04483195690003505       -0.07547608359157731      0.06759084730737275       
01 Jan 2028 02:58:59.142   -199.037713766098         -371.9294155836105        -307.6593491733074        0.04704139789067874       -0.07194408501334504      0.070781686236705         
01 Jan 2028 03:02:19.599   -189.3795070648193        -385.9633440971375        -293.1431757509708        0.04930970345949603       -0.06804588288807034      0.07402862362545459       
01 Jan 2028 03:06:33.056   -176.5282204151154        -402.55919277668          -273.8787181377411        0.052079312091589         -0.06286294980002749      0.07794974339322547       
01 Jan 2028 03:07:12.000   -174.4919435977936        -404.9913617372513        -270.8316572010517        0.05249450587203341       -0.06204151594978624      0.07853313082348645       
01 Jan 2028 03:08:00.554   -171.9306559562683        -407.9786577820778        -267.0010736882687        0.0530081160771978        -0.06100806669484271      0.07925311366072307       
01 Jan 2028 03:08:58.622   -168.8348598480225        -411.4850982427597        -262.3742193281651        0.05361638993955609       -0.05975852695656236      0.08010331913308644       
01 Jan 2028 03:10:27.345   -164.0370740890503        -416.7013572454453        -255.2103998959064        0.05453286984728933       -0.0578208692069091       0.08137906175744281       
01 Jan 2028 03:12:27.283   -157.4234681129456        -423.4765333533287        -245.3487793207169        0.05574615157164331       -0.05514696321403223      0.08305774303106084       
01 Jan 2028 03:14:35.833   -150.1755118370056        -430.3777930140495        -234.5592498481274        0.05701243967975245       -0.05221179202213433      0.08479649569863401       
01 Jan 2028 03:17:35.761   -139.7624621391296        -439.3938689231873        -219.0909850001335        0.0587223257612024        -0.04798415654944543      0.08712076496382171       
01 Jan 2028 03:20:48.875   -128.2519874572754        -448.2099123001099        -202.0376850962639        0.0604712978445221        -0.04329356748009916      0.08946652820914647       
01 Jan 2028 03:21:36.000   -125.3925199508667        -450.2226377129555        -197.8086003065109        0.06088384390742263       -0.0421251587507494       0.09001463457869097       
01 Jan 2028 03:22:44.994   -121.1713318824768        -453.0695625543594        -191.5709066092968        0.06147737521462915       -0.04039788456223103      0.09079938359350859       
01 Jan 2028 03:24:22.289   -115.1500356197357        -456.8802623152733        -182.6841947436333        0.06229269674397742       -0.03792875952925945      0.09186954119821955       
01 Jan 2028 03:26:27.734   -107.2717516422272        -461.4356574416161        -171.0763542950153        0.06330519807899648       -0.03468835468503961      0.09318461210372941       
01 Jan 2028 03:29:06.965   -97.09354782104492        -466.6257492303848        -156.1126440167427        0.06452475059409934       -0.03048465287317281      0.09474516827057222       
01 Jan 2028 03:32:12.021   -85.02904915809631        -471.8056297898293        -138.4237017035484        0.06584481127295305       -0.02547524402579393      0.09639949726685781       
01 Jan 2028 03:35:24.136   -72.25691175460815        -476.1893947124481        -119.7539737224579        0.06709784545296316       -0.0201390146776288       0.0979270045582803        
01 Jan 2028 03:36:00.000   -69.84655618667603        -476.8935449719429        -116.2371851503849        0.06731791808580567       -0.01912804844104565      0.09818995802668251       
01 Jan 2028 03:36:42.630   -66.97129487991333        -477.6832627058029        -112.0448118746281        0.06757368320843327       -0.01792043893115514      0.09849322805554284       
