SC3.UTCGregorian           SC3.EnceladusICRF.X       SC3.EnceladusICRF.Y       SC3.EnceladusICRF.Z       SC3.EnceladusICRF.VX      SC3.EnceladusICRF.VY      SC3.EnceladusICRF.VZ      
01 Jan 2028 00:00:00.000   194.6788959503174         37.30890887975693         -503.1832075417042        -0.04706923901688498      0.09329523552260177       -0.01055173868793347      
01 Jan 2028 00:01:00.000   191.8378486633301         42.90374785661697         -503.7725822627544        -0.04763108099356828      0.0931971370615301        -0.009093755272667536     
01 Jan 2028 00:02:08.016   188.576761007309          49.2384181022644          -504.3348313570023        -0.04825885602905089      0.09306951947024444       -0.007438651935274265     
01 Jan 2028 00:03:32.918   184.4467144012451         57.13255935907364         -504.8785676062107        -0.0490288104796317       0.09288572946310403       -0.005369383142272532     
01 Jan 2028 00:05:03.510   179.9684898853302         65.5372987985611          -505.2648394405842        -0.04983355100826614      0.09265959276061864       -0.003157680126128604     
01 Jan 2028 00:06:57.358   174.2386481761932         76.06813752651215         -505.4658835530281        -0.05082007896935004      0.09233135804841908       -0.0003732597903578494    
01 Jan 2028 00:09:11.555   167.3426606655121         88.42933386564255         -505.2953962385654        -0.05194720078411663      0.09188125626754129       0.00291515633774253       
01 Jan 2028 00:12:20.278   157.3944885730743         105.7008704543114         -504.3081213533878        -0.05346605407012284      0.09113196666680246       0.00754917803734223       
01 Jan 2028 00:14:24.000   150.7202477455139         116.9415283203125         -503.1859339773655        -0.05441919803715756      0.09056648852684646       0.01059180033441542       
01 Jan 2028 00:16:37.420   143.3931975364685         128.9805442690849         -501.5537297725677        -0.05540869857907538      0.08989026385038912       0.01387581292036799       
01 Jan 2028 00:19:11.434   134.7746930122375         142.7593322992325         -499.1245831847191        -0.05650069550472914      0.08902324403386075       0.01766891563341666       
01 Jan 2028 00:21:45.533   125.9873275756836         156.4048742055893         -496.1093634963036        -0.05753845869836915      0.08806215124591787       0.02146454936891917       
01 Jan 2028 00:25:08.321   114.1877510547638         174.122730910778          -491.2503594458103        -0.05881866945247083      0.08665293889150938       0.02645654671499109       
01 Jan 2028 00:28:48.000   101.1243643760681         192.9738599658012         -484.8451990187168        -0.06009294795754982      0.08493825879427419       0.03185501422745585       
01 Jan 2028 00:32:24.132   88.01149559020996         211.1319092512131         -477.3877622485161        -0.06122865010634726      0.0830569106822594        0.03714989959766335       
01 Jan 2028 00:36:29.865   72.82181096076965         231.2548050284386         -467.5220358073711        -0.06237234368032496      0.08067897917143796       0.04314028268283998       
01 Jan 2028 00:40:45.079   56.77016115188599         251.5010650753975         -455.7228638827801        -0.06338690478686715      0.07793437069358156       0.04931518039533245       
01 Jan 2028 00:43:12.000   47.41976499557495         262.8268280029297         -448.2180677354336        -0.06388769571119646      0.07622490751092847       0.05284222839682418       
01 Jan 2028 00:45:50.249   37.2715151309967          274.7366337776184         -439.5570060610771        -0.06435662214522786      0.07427616015329441       0.056613817176002         
01 Jan 2028 00:48:51.889   25.53981280326843         288.0146337151527         -428.8835096955299        -0.06480193082883368      0.07190024406797946       0.06090203202194111       
01 Jan 2028 00:52:13.259   12.45086431503296         302.2134080529213         -416.1458700895309        -0.06517542001268062      0.06909026673540808       0.06559626661107298       
01 Jan 2028 00:55:37.857   -0.9113337993621826       316.0407863259315         -402.2434022724628        -0.065420501412774        0.06604356910505871       0.07029024828429442       
01 Jan 2028 00:57:36.000   -8.645337581634521        323.7348210215569         -393.7810562849045        -0.06549824766389811      0.06419561202016588       0.07296115675389192       
01 Jan 2028 01:00:33.214   -20.25646758079529        334.8568732738495         -380.5006472170353        -0.06552456835604659      0.06130135395705771       0.07690628760140417       
01 Jan 2028 01:04:00.938   -33.858647108078          347.2223475575447         -364.0538613796234        -0.06541323375727259      0.05772159898329488       0.08142575051264167       
01 Jan 2028 01:07:44.670   -48.46391606330872        359.6843633055687         -345.3049004077911        -0.065115566935253        0.05364057397588873       0.08614917282734247       
01 Jan 2028 01:11:38.048   -63.60458040237427        371.6822261214256         -324.6420703828335        -0.06460154605767343      0.04913696242799404       0.09089387592888176       
01 Jan 2028 01:12:00.000   -65.02204847335815        372.7560814023018         -322.6420057117939        -0.0645422491965757       0.04870054282761149       0.09132967838489137       
01 Jan 2028 01:12:30.764   -67.0063214302063         374.2448614239693         -319.8229658007622        -0.06445593838351904      0.04808525319250645       0.09193723594047754       
01 Jan 2028 01:13:16.669   -69.96205306053162        376.4309715628624         -315.5819568037987        -0.06432015601478014      0.04715922068181388       0.09283673552913196       
01 Jan 2028 01:14:15.130   -73.71695995330811        379.1531707048416         -310.121395856142         -0.0641350355504553       0.04596619756055453       0.09396975307462352       
01 Jan 2028 01:15:51.754   -79.89802360534668        383.4980821013451         -300.95238250494          -0.06379887595892342      0.04396110691728783       0.09581050424782145       
01 Jan 2028 01:18:00.671   -88.09076571464539        388.9896359443665         -288.4458720088005        -0.06329115488045467      0.04122230277631367       0.09820154121004432       
