MotherShip.UTCGregorian   MotherShip.motherRIC.X    MotherShip.motherRIC.Y    MotherShip.motherRIC.Z    MotherShip.motherRIC.VX   MotherShip.motherRIC.VY   MotherShip.motherRIC.VZ   
03 Jan 2028 12:57:36.000   51915.42670355309         3.312905505481467e-12     1.13686837721616e-13      -0.005061111407624298     -4.440892098500626e-16    5.551115123125783e-17     
03 Jan 2028 13:12:00.000   51909.65944668171         -6.465938895416912e-13    -5.115907697472721e-13    -0.00828522025453088      0                         -5.551115123125783e-17    
03 Jan 2028 13:26:24.000   51901.11733962466         -2.629008122312371e-12    -3.410605131648481e-13    -0.01148331549828939      4.440892098500626e-16     0                         
03 Jan 2028 13:40:48.000   51889.82559966396         9.947598300641403e-13     -2.273736754432321e-13    -0.01464905799523792      0                         0                         
03 Jan 2028 13:55:12.000   51875.81490519462         -7.105427357601002e-13    2.273736754432321e-13     -0.01777614461908038      0                         5.551115123125783e-17     
03 Jan 2028 14:09:36.000   51859.12136049008         1.364242052659392e-12     2.273736754432321e-13     -0.02085832134769729      0                         5.551115123125783e-17     
03 Jan 2028 14:24:00.000   51839.78644485629         2.870592652470805e-12     0                         -0.02388939416533293      -4.440892098500626e-16    -5.551115123125783e-17    
03 Jan 2028 14:38:24.000   51817.85696990939         2.899014361901209e-12     6.821210263296962e-13     -0.02686324214775308      4.440892098500626e-16     -5.551115123125783e-17    
03 Jan 2028 14:52:48.000   51793.38498746144         2.103206497849897e-12     0                         -0.02977382998690201      0                         0                         
03 Jan 2028 15:07:12.000   51766.42772617762         2.842170943040401e-13     0                         -0.03261522057473695      4.440892098500626e-16     0                         
03 Jan 2028 15:21:36.000   51737.04749876774         4.092726157978177e-12     9.094947017729282e-13     -0.03538158723079445      4.440892098500626e-16     5.551115123125783e-17     
03 Jan 2028 15:36:00.000   51705.31159824722         2.103206497849897e-12     0                         -0.03806722721543931      0                         0                         
03 Jan 2028 15:50:24.000   51671.29218877067         9.663381206337363e-13     -4.547473508864641e-13    -0.04066657286376446      4.440892098500626e-16     0                         
03 Jan 2028 16:04:48.000   51635.06618010721         -1.193711796076968e-12    9.094947017729282e-13     -0.04317420442639837      0                         2.775557561562891e-17     
03 Jan 2028 16:19:12.000   51596.71509888694         -4.547473508864641e-13    -4.547473508864641e-13    -0.04558486020883188      8.881784197001252e-16     2.775557561562891e-17     
03 Jan 2028 16:33:36.000   51556.32494298051         -1.080024958355352e-12    1.818989403545856e-12     -0.04789344804431592      0                         5.551115123125783e-17     
03 Jan 2028 16:48:00.000   51513.98603716553         -1.250555214937776e-12    4.547473508864641e-13     -0.05009505425071255      0                         8.326672684688674e-17     
03 Jan 2028 17:02:24.000   51469.7928666701          -1.13686837721616e-12     0                         -0.05218495401429619      0                         -5.551115123125783e-17    
03 Jan 2028 17:16:48.000   51423.8439185875          3.410605131648481e-13     -9.094947017729282e-13    -0.05415861994872712      -4.440892098500626e-16    -2.775557561562891e-17    
03 Jan 2028 17:31:12.000   51376.24149366343         5.684341886080801e-14     0                         -0.05601173312362297      0                         2.775557561562891e-17     
03 Jan 2028 17:45:36.000   51327.09154522992         3.410605131648481e-13     0                         -0.0577401946167142       0                         0                         
03 Jan 2028 18:00:00.000   51276.50345334155         1.13686837721616e-13      0                         -0.05934022950235252      0                         0                         
03 Jan 2028 18:14:24.000   51224.58944958727         3.979039320256561e-13     0                         -0.06080864468630765      0                         -5.551115123125783e-17    
03 Jan 2028 18:28:48.000   51171.46526701801         2.273736754432321e-13     0                         -0.06214112981509989      0                         -2.775557561562891e-17    
03 Jan 2028 18:43:12.000   51117.24948318684         -1.080024958355352e-12    0                         -0.06333507044039663      -4.440892098500626e-16    -2.775557561562891e-17    
03 Jan 2028 18:57:36.000   51062.06290733105         3.979039320256561e-13     0                         -0.06438791398721126      4.440892098500626e-16     1.387778780781446e-17     
03 Jan 2028 19:12:00.000   51006.02850131453         8.526512829121202e-14     0                         -0.06529726103130183      4.440892098500626e-16     0                         
03 Jan 2028 19:26:24.000   50949.27120169951         -3.268496584496461e-12    -9.094947017729282e-13    -0.06606093303468578      0                         1.387778780781446e-17     
03 Jan 2028 19:40:48.000   50891.91772076441         -2.842170943040401e-12    0                         -0.06667702022312358      0                         0                         
03 Jan 2028 19:55:12.000   50834.0962859728          -2.046363078989089e-12    -9.094947017729282e-13    -0.06714391487070434      0                         -1.387778780781446e-17    
03 Jan 2028 20:09:36.000   50775.93638091558         2.231104190286715e-12     0                         -0.06746033257613948      0                         2.775557561562891e-17     
03 Jan 2028 20:24:00.000   50717.56844890043         -3.694822225952521e-13    -9.094947017729282e-13    -0.06762532548400194      0                         5.551115123125783e-17     
03 Jan 2028 20:38:24.000   50659.12360559005         -1.719513420539442e-12    0                         -0.06763828912004903      -4.440892098500626e-16    -2.081668171172169e-17    
03 Jan 2028 20:52:48.000   50600.73334862121         -7.155165349104209e-12    -9.094947017729282e-13    -0.06749896509694207      -4.440892098500626e-16    -2.081668171172169e-17    
03 Jan 2028 21:07:12.000   50542.52923520132         -1.391775583670096e-12    0                         -0.06720744106361455      0                         -2.949029909160572e-17    
03 Jan 2028 21:21:36.000   50484.64260740991         1.77635683940025e-13      0                         -0.06676414902082052      -4.440892098500626e-16    -1.387778780781446e-17    
03 Jan 2028 21:36:00.000   50427.20427984981         -5.549338766286382e-12    9.094947017729282e-13     -0.06616986227385918      4.440892098500626e-16     2.081668171172169e-17     
03 Jan 2028 21:50:24.000   50370.34425931195         -3.481659405224491e-12    1.818989403545856e-12     -0.06542569250551808      8.881784197001252e-16     -6.938893903907228e-18    
03 Jan 2028 22:04:48.000   50314.191442353           2.529532139305957e-12     0                         -0.06453308576016212      0                         2.081668171172169e-17     
03 Jan 2028 22:19:12.000   50258.87333306569         -4.661160346586257e-12    0                         -0.06349381872131367      4.440892098500626e-16     1.387778780781446e-17     
03 Jan 2028 22:33:36.000   50204.51576331337         -1.222133505507372e-12    0                         -0.06230999500633961      8.881784197001252e-16     1.387778780781446e-17     
03 Jan 2028 22:48:00.000   50151.24260256763         -2.472688720445149e-12    -9.094947017729282e-13    -0.06098404032192446      -4.440892098500626e-16    -2.775557561562891e-17    
03 Jan 2028 23:02:24.000   50099.17549228296         -2.387423592153937e-12    0                         -0.05951869848036458      4.440892098500626e-16     -2.775557561562891e-17    
03 Jan 2028 23:16:48.000   50048.43356223786         -1.335820343228988e-12    0                         -0.05791702552500452      -4.440892098500626e-16    -2.775557561562891e-17    
03 Jan 2028 23:31:12.000   49999.13317402755         1.4210854715202e-13       1.818989403545856e-12     -0.05618238468760601      0                         -5.551115123125783e-17    
03 Jan 2028 23:45:36.000   49951.38764507746         -2.501110429875553e-12    0                         -0.05431843919854896      -4.440892098500626e-16    0                         
04 Jan 2028 00:00:00.000   49905.30701423474         -3.979039320256561e-13    -9.094947017729282e-13    -0.05232914556753215      0                         2.775557561562891e-17     
04 Jan 2028 00:14:24.000   49860.99776718795         -3.069544618483633e-12    9.094947017729282e-13     -0.05021874539433326      4.440892098500626e-16     -2.775557561562891e-17    
04 Jan 2028 00:28:48.000   49818.5626067954          5.684341886080801e-14     0                         -0.04799175586623618      4.440892098500626e-16     0                         
04 Jan 2028 00:43:12.000   49778.10021972067         -7.958078640513122e-13    0                         -0.04565296086034291      -4.440892098500626e-16    0                         
04 Jan 2028 00:57:36.000   49739.70504612573         1.023181539494544e-12     0                         -0.04320739916662125      4.440892098500626e-16     0                         
04 Jan 2028 01:12:00.000   49703.46706783498         2.273736754432321e-13     -9.094947017729282e-13    -0.04066035403140645      -4.440892098500626e-16    2.775557561562891e-17     
04 Jan 2028 01:26:24.000   49669.47160006579         -5.684341886080801e-14    0                         -0.03801733981816581      0                         0                         
04 Jan 2028 01:40:48.000   49637.79909879885         5.684341886080801e-14     -4.547473508864641e-13    -0.03528408998798352      0                         0                         
04 Jan 2028 01:55:12.000   49608.52497651644         -7.389644451905042e-13    0                         -0.03246654240364111      -4.440892098500626e-16    2.775557561562891e-17     
04 Jan 2028 02:09:36.000   49581.71943265514         2.273736754432321e-13     9.094947017729282e-13     -0.02957082524813963      4.440892098500626e-16     -2.775557561562891e-17    
04 Jan 2028 02:24:00.000   49557.44729373603         7.958078640513122e-13     -4.547473508864641e-13    -0.02660324253527476      -4.440892098500626e-16    0                         
04 Jan 2028 02:38:24.000   49535.76787144362         -1.70530256582424e-13     4.547473508864641e-13     -0.02357025732862193      0                         0                         
04 Jan 2028 02:52:48.000   49516.7348239588          4.831690603168681e-13     4.547473508864641e-13     -0.02047847674317847      0                         -5.551115123125783e-17    
04 Jan 2028 03:07:12.000   49500.39605867202         4.035882739117369e-12     0                         -0.01733463446772444      -4.440892098500626e-16    0                         
04 Jan 2028 03:21:36.000   49486.79360417845         -1.080024958355352e-12    2.273736754432321e-13     -0.01414557366589259      0                         0                         
04 Jan 2028 03:36:00.000   49475.96353782396         1.534772309241816e-12     0                         -0.01091823012173229      4.440892098500626e-16     -5.551115123125783e-17    
04 Jan 2028 03:50:24.000   49467.93591429183         -1.449507180950604e-12    -2.273736754432321e-13    -0.007659613241934022     -4.440892098500626e-16    -5.551115123125783e-17    
04 Jan 2028 04:04:48.000   49462.73470240689         -2.330580173293129e-12    0                         -0.004376789103811396     4.440892098500626e-16     5.551115123125783e-17     
04 Jan 2028 04:19:12.000   49460.37775345535         -5.485389920067973e-12    -5.684341886080801e-13    -0.001076860933881964     0                         5.551115123125783e-17     
04 Jan 2028 04:33:36.000   49460.87676552064         3.126388037344441e-12     -2.273736754432321e-13    0.002233048060534855      0                         0                         
04 Jan 2028 04:48:00.000   49464.23728783456         1.044497821567347e-12     3.410605131648481e-13     0.005545814379105476      -4.440892098500626e-16    0                         
04 Jan 2028 05:02:24.000   49470.45871328889         2.579270130809164e-12     4.263256414560601e-13     0.008854330955681271      -4.440892098500626e-16    0                         
04 Jan 2028 05:16:48.000   49479.53431545404         -1.099564883588755e-12    -3.517186542012496e-13    0.01215152654771779       0                         0                         
04 Jan 2028 05:31:12.000   49491.45127273713         -7.105427357601002e-15    3.979039320256561e-13     0.01543038184131667       4.440892098500626e-16     0                         
04 Jan 2028 05:45:36.000   49506.19073334361         4.241940132487798e-12     3.410605131648481e-13     0.01868394755362923       0                         0                         
04 Jan 2028 06:00:00.000   49523.72787275138         -1.534772309241816e-12    2.273736754432321e-13     0.02190536024227123       4.440892098500626e-16     0                         
04 Jan 2028 06:14:24.000   49544.0319892812          -2.017941369558685e-12    -2.273736754432321e-13    0.02508785787843512       4.440892098500626e-16     0                         
04 Jan 2028 06:28:48.000   49567.06657269429         3.552713678800501e-12     0                         0.02822479471852202       8.881784197001252e-16     0                         
04 Jan 2028 06:43:12.000   49592.78944000864         1.762145984685048e-12     -4.547473508864641e-13    0.03130965619956089       0                         5.551115123125783e-17     
04 Jan 2028 06:57:36.000   49621.15282917421         5.968558980384842e-13     9.094947017729282e-13     0.03433607111180516       -4.440892098500626e-16    5.551115123125783e-17     
04 Jan 2028 07:12:00.000   49652.10355194429         2.444267011014745e-12     0                         0.03729782560073337       -4.440892098500626e-16    -5.551115123125783e-17    
04 Jan 2028 07:26:24.000   49685.58311104024         4.263256414560601e-13     0                         0.04018887409999621       0                         5.551115123125783e-17     
04 Jan 2028 07:40:48.000   49721.52787689336         2.046363078989089e-12     0                         0.04300335212677761       0                         5.551115123125783e-17     
04 Jan 2028 07:55:12.000   49759.86922010659         -1.591615728102624e-12    -4.547473508864641e-13    0.04573558634722262       4.440892098500626e-16     0                         
04 Jan 2028 08:09:36.000   49800.53371124847         -6.821210263296962e-13    0                         0.04838010668921698       0                         -5.551115123125783e-17    
04 Jan 2028 08:24:00.000   49843.44327115511         1.4210854715202e-12       0                         0.05093165611758799       -4.440892098500626e-16    0                         
04 Jan 2028 08:38:24.000   49888.5153905575          -5.684341886080801e-14    9.094947017729282e-13     0.05338520233457422       0                         0                         
04 Jan 2028 08:52:48.000   49935.66329622951         1.13686837721616e-13      -4.547473508864641e-13    0.05573594738191234       4.440892098500626e-16     2.775557561562891e-17     
04 Jan 2028 09:07:12.000   49984.7961863479          -2.273736754432321e-13    0                         0.0579793388463346        0                         0                         
04 Jan 2028 09:21:36.000   50035.81943455773         -5.684341886080801e-14    9.094947017729282e-13     0.06011107898338243       0                         2.775557561562891e-17     
04 Jan 2028 09:36:00.000   50088.63481579421         -1.13686837721616e-13     0                         0.0621271342185299        0                         0                         
04 Jan 2028 09:50:24.000   50143.14072388438         1.13686837721616e-13      9.094947017729282e-13     0.06402374215482219       4.440892098500626e-16     0                         
04 Jan 2028 10:04:48.000   50199.23243974175         1.70530256582424e-13      0                         0.06579741759014493       -4.440892098500626e-16    0                         
04 Jan 2028 10:19:12.000   50256.80233550371         6.252776074688882e-13     -9.094947017729282e-13    0.06744495425455664       0                         -2.775557561562891e-17    
04 Jan 2028 10:33:36.000   50315.74015111692         -9.094947017729282e-13    9.094947017729282e-13     0.06896342364164953       -4.440892098500626e-16    2.775557561562891e-17     
04 Jan 2028 10:48:00.000   50375.93319649769         -2.842170943040401e-13    0                         0.07035016734430223       0                         0                         
04 Jan 2028 11:02:24.000   50437.26661408561         -9.663381206337363e-13    -9.094947017729282e-13    0.0716027838400487        8.881784197001252e-16     -2.775557561562891e-17    
04 Jan 2028 11:16:48.000   50499.62355679778         -2.671640686457977e-12    -9.094947017729282e-13    0.0727191062934664        0                         2.775557561562891e-17     
04 Jan 2028 11:31:12.000   50562.88541489189         1.250555214937776e-12     9.094947017729282e-13     0.07369717199306318       0                         1.387778780781446e-17     
04 Jan 2028 11:45:36.000   50626.93193703372         -3.126388037344441e-13    9.094947017729282e-13     0.07453518089171621       4.440892098500626e-16     1.387778780781446e-17     
04 Jan 2028 12:00:00.000   50691.6413938327          2.842170943040401e-13     9.094947017729282e-13     0.07523159498362472       4.440892098500626e-16     -1.387778780781446e-17    
04 Jan 2028 12:14:24.000   50756.89158264321         9.663381206337363e-13     -9.094947017729282e-13    0.07578662045272856       -4.440892098500626e-16    1.387778780781446e-17     
04 Jan 2028 12:28:48.000   50822.55936630067         -5.158540261618327e-12    -9.094947017729282e-13    0.07619821793090636       4.440892098500626e-16     6.938893903907228e-18     
04 Jan 2028 12:43:12.000   50888.5207868747          4.405364961712621e-12     0                         0.07646634231125461       -4.440892098500626e-16    -1.387778780781446e-17    
04 Jan 2028 12:57:36.000   50954.65189343505         1.840305685618659e-12     0                         0.07659100960201155       4.440892098500626e-16     3.469446951953614e-17     
04 Jan 2028 13:12:00.000   51020.82878335827         3.783640067922533e-12     9.094947017729282e-13     0.07657237437846574       -8.881784197001252e-16    -1.734723475976807e-17    
04 Jan 2028 13:26:24.000   51086.92778793181         -5.283329329586195e-12    0                         0.07641078611734234       4.440892098500626e-16     -1.561251128379126e-17    
04 Jan 2028 13:40:48.000   51152.8256215014          -5.400124791776761e-13    1.818989403545856e-12     0.07610682822175233       4.440892098500626e-16     8.673617379884035e-18     
04 Jan 2028 13:55:12.000   51218.39962909263         -1.882938249764265e-12    0                         0.07566134183262488       4.440892098500626e-16     3.122502256758253e-17     
04 Jan 2028 14:09:36.000   51283.52798210366         -1.84741111297626e-13     0                         0.07507543824071533       4.440892098500626e-16     -6.938893903907228e-18    
04 Jan 2028 14:24:00.000   51348.0899470842          6.849631972727366e-12     0                         0.0743505017915274        0                         0                         
04 Jan 2028 14:38:24.000   51411.966086474           4.547473508864641e-13     0                         0.07348818668073644       0                         2.081668171172169e-17     
04 Jan 2028 14:52:48.000   51475.038522656           5.428546501207165e-12     0                         0.07249040871088573       0                         -1.387778780781446e-17    
04 Jan 2028 15:07:12.000   51537.19112037882         -1.27897692436818e-12     0                         0.07135933531956562       8.881784197001252e-16     1.387778780781446e-17     
04 Jan 2028 15:21:36.000   51598.30975507123         -4.604316927725449e-12    -9.094947017729282e-13    0.07009737335378864       0                         0                         
04 Jan 2028 15:36:00.000   51658.28244731669         1.875832822406664e-12     0                         0.06870715859541263       0                         -5.551115123125783e-17    
04 Jan 2028 15:50:24.000   51716.99961255052         -3.979039320256561e-13    0                         0.06719154416531566       -4.440892098500626e-16    2.775557561562891e-17     
04 Jan 2028 16:04:48.000   51774.35420518515         1.70530256582424e-13      0                         0.06555359250351027       0                         0                         
04 Jan 2028 16:19:12.000   51830.24192979797         -1.13686837721616e-13     -9.094947017729282e-13    0.06379656710495619       0                         2.775557561562891e-17     
04 Jan 2028 16:33:36.000   51884.56137923866         -8.526512829121202e-13    0                         0.06192392789488949       8.881784197001252e-16     -2.775557561562891e-17    
04 Jan 2028 16:48:00.000   51937.2142348889          3.410605131648481e-13     0                         0.05993932654355871       -4.440892098500626e-16    -2.775557561562891e-17    
04 Jan 2028 17:02:24.000   51988.10539968781         5.684341886080801e-14     0                         0.05784660489208139       0                         0                         
04 Jan 2028 17:16:48.000   52037.14319267026         7.389644451905042e-13     -9.094947017729282e-13    0.05564979260639649       -4.440892098500626e-16    0                         
04 Jan 2028 17:31:12.000   52084.23948078165         -1.70530256582424e-13     0                         0.05335310758085283       0                         2.775557561562891e-17     
04 Jan 2028 17:45:36.000   52129.30987041962         3.979039320256561e-13     0                         0.05096095414403687       4.440892098500626e-16     2.775557561562891e-17     
04 Jan 2028 18:00:00.000   52172.27383981106         0                         4.547473508864641e-13     0.04847792345655542       0                         -2.775557561562891e-17    
04 Jan 2028 18:14:24.000   52213.05492249454         1.13686837721616e-13      -4.547473508864641e-13    0.04590879084151504       8.881784197001252e-16     -5.551115123125783e-17    
04 Jan 2028 18:28:48.000   52251.58086171321         0                         4.547473508864641e-13     0.04325851419156627       0                         0                         
04 Jan 2028 18:43:12.000   52287.78374768971         -1.477928890381008e-12    -4.547473508864641e-13    0.04053222997233374       4.440892098500626e-16     5.551115123125783e-17     
04 Jan 2028 18:57:36.000   52321.60019409865         6.821210263296962e-13     -4.547473508864641e-13    0.03773524743083959       0                         5.551115123125783e-17     
04 Jan 2028 19:12:00.000   52352.97147393186         -5.115907697472721e-13    4.547473508864641e-13     0.03487304189481892       -4.440892098500626e-16    0                         
04 Jan 2028 19:26:24.000   52381.84365194727         -1.13686837721616e-12     0                         0.03195124668835256       8.881784197001252e-16     0                         
04 Jan 2028 19:40:48.000   52408.16773426376         2.216893335571513e-12     0                         0.0289756416767545        4.440892098500626e-16     0                         
04 Jan 2028 19:55:12.000   52431.8997707184          -2.756905814749189e-12    2.273736754432321e-13     0.02595214276500133       0                         -5.551115123125783e-17    
04 Jan 2028 20:09:36.000   52453.00098558216         -2.984279490192421e-12    -2.273736754432321e-13    0.02288678744270607       -4.440892098500626e-16    0                         
04 Jan 2028 20:24:00.000   52471.4378586902          -1.676880856393836e-12    -2.273736754432321e-13    0.01978572177235031       0                         5.551115123125783e-17     
04 Jan 2028 20:38:24.000   52487.18222868201         -2.131628207280301e-12    0                         0.01665518399005105       0                         -1.110223024625157e-16    
04 Jan 2028 20:52:48.000   52500.21135173662         -2.842170943040401e-14    -1.13686837721616e-13     0.01350148998457477       -4.440892098500626e-16    -5.551115123125783e-17    
04 Jan 2028 21:07:12.000   52510.50797441922         5.314859663485549e-12     -4.547473508864641e-13    0.0103310161234009        -4.440892098500626e-16    5.551115123125783e-17     
04 Jan 2028 21:21:36.000   52518.0603655899          4.554578936222242e-12     -3.979039320256561e-13    0.007150184447930169      0                         5.551115123125783e-17     
04 Jan 2028 21:36:00.000   52522.86236820767         1.481481604059809e-12     0                         0.003965446045978618      0                         0                         
04 Jan 2028 21:50:24.000   52524.91339733708         2.401634446869139e-12     2.842170943040401e-14     0.000783265806830286      0                         0                         
04 Jan 2028 22:04:48.000   52524.21845495848         -5.158540261618327e-12    5.684341886080801e-14     -0.002389891387743246     0                         0                         
04 Jan 2028 22:19:12.000   52520.7881260769          9.947598300641403e-13     2.273736754432321e-13     -0.005547575800285181     0                         0                         
04 Jan 2028 22:33:36.000   52514.63855507985         3.367972567502875e-12     -1.13686837721616e-13     -0.008683364444568116     0                         0                         
04 Jan 2028 22:48:00.000   52505.79142104105         -1.13686837721616e-13     0                         -0.0117908744987146       -4.440892098500626e-16    0                         
04 Jan 2028 23:02:24.000   52494.27389658483         -1.4210854715202e-13      -2.273736754432321e-13    -0.01486377417092531      -4.440892098500626e-16    0                         
04 Jan 2028 23:16:48.000   52480.1185986775          -2.387423592153937e-12    0                         -0.01789579291427078      4.440892098500626e-16     0                         
04 Jan 2028 23:31:12.000   52463.36353078374         -3.296918293926865e-12    -6.821210263296962e-13    -0.02088073276189634      4.440892098500626e-16     0                         
04 Jan 2028 23:45:36.000   52444.05201814993         -5.428546501207165e-12    0                         -0.02381247683967691      0                         -5.551115123125783e-17    
05 Jan 2028 00:00:00.000   52422.23263128211         -3.694822225952521e-13    4.547473508864641e-13     -0.02668500021536586      0                         5.551115123125783e-17     
05 Jan 2028 00:14:24.000   52397.95910484759         -4.718003765447065e-12    4.547473508864641e-13     -0.02949237848264537      0                         0                         
05 Jan 2028 00:28:48.000   52371.29023924499         -2.273736754432321e-13    0                         -0.03222879882514743      0                         5.551115123125783e-17     
05 Jan 2028 00:43:12.000   52342.28981668779         -4.547473508864641e-13    0                         -0.03488856960509948      4.440892098500626e-16     -5.551115123125783e-17    
05 Jan 2028 00:57:36.000   52311.0264724011          -6.821210263296962e-13    0                         -0.03746613149078019      0                         5.551115123125783e-17     
05 Jan 2028 01:12:00.000   52277.57358323202         9.094947017729282e-13     -4.547473508864641e-13    -0.03995606965109491      8.881784197001252e-16     -2.775557561562891e-17    
05 Jan 2028 01:26:24.000   52242.00914033428         7.389644451905042e-13     -4.547473508864641e-13    -0.04235312511648214      0                         -5.551115123125783e-17    
05 Jan 2028 01:40:48.000   52204.41560525283         -9.094947017729282e-13    -9.094947017729282e-13    -0.0446522086617361       4.440892098500626e-16     -5.551115123125783e-17    
05 Jan 2028 01:55:12.000   52164.87975947781         -6.252776074688882e-13    0                         -0.04684841323008769      4.440892098500626e-16     5.551115123125783e-17     
05 Jan 2028 02:09:36.000   52123.49253893307         2.273736754432321e-13     0                         -0.04893702840454475      4.440892098500626e-16     0                         
05 Jan 2028 02:24:00.000   52080.34886307097         0                         0                         -0.05091355322187868      0                         2.775557561562891e-17     
05 Jan 2028 02:38:24.000   52035.54744102017         1.70530256582424e-13      9.094947017729282e-13     -0.052773710013617        -4.440892098500626e-16    2.775557561562891e-17     
05 Jan 2028 02:52:48.000   51989.19057674635         3.979039320256561e-13     0                         -0.05451345653257768      4.440892098500626e-16     -2.775557561562891e-17    
05 Jan 2028 03:07:12.000   51941.38396609048         -1.307398633798584e-12    -9.094947017729282e-13    -0.05612899714283805      4.440892098500626e-16     5.551115123125783e-17     
05 Jan 2028 03:21:36.000   51892.23646745773         -6.821210263296962e-13    0                         -0.05761679304575298      4.440892098500626e-16     0                         
05 Jan 2028 03:36:00.000   51841.85988336152         -3.126388037344441e-12    0                         -0.05897356996687004      -8.881784197001252e-16    0                         
05 Jan 2028 03:50:24.000   51790.36874060537         1.080024958355352e-12     0                         -0.06019632471062265      0                         1.387778780781446e-17     
05 Jan 2028 04:04:48.000   51737.88002551074         -5.115907697472721e-13    9.094947017729282e-13     -0.06128232967975038      4.440892098500626e-16     0                         
05 Jan 2028 04:19:12.000   51684.51297125449         8.242295734817162e-13     9.094947017729282e-13     -0.06222913586073415      0                         0                         
05 Jan 2028 04:33:36.000   51630.38879925872         1.534772309241816e-12     0                         -0.06303457575359524      0                         -1.387778780781446e-17    
05 Jan 2028 04:48:00.000   51575.63048723049         4.291678123991005e-12     -9.094947017729282e-13    -0.06369676642561146      0                         2.775557561562891e-17     
05 Jan 2028 05:02:24.000   51520.36250841011         -5.826450433232822e-13    0                         -0.06421411547799721      4.440892098500626e-16     -6.938893903907228e-18    
05 Jan 2028 05:16:48.000   51464.71058909973         4.149569576838985e-12     -9.094947017729282e-13    -0.06458533158549286      -4.440892098500626e-16    6.938893903907228e-18     
05 Jan 2028 05:31:12.000   51408.80142899681         -1.13686837721616e-13     0                         -0.06480944343483759      0                         3.122502256758253e-17     
05 Jan 2028 05:45:36.000   51352.76242371286         2.700062395888381e-13     0                         -0.06488583068558845      -4.440892098500626e-16    -1.387778780781446e-17    
05 Jan 2028 06:00:00.000   51296.72133033318         -3.26050297871916e-12     0                         -0.06481433267106208      4.440892098500626e-16     1.821459649775647e-17     
05 Jan 2028 06:14:24.000   51240.80571194062         2.302158463862725e-12     9.094947017729282e-13     -0.06459522191111867      0                         1.734723475976807e-17     
05 Jan 2028 06:28:48.000   51185.14342599885         3.609557097661309e-12     0                         -0.06422807782661057      0                         -1.387778780781446e-17    
05 Jan 2028 06:43:12.000   51129.86193670782         1.122657522500958e-12     9.094947017729282e-13     -0.06371391862690061      4.440892098500626e-16     2.775557561562891e-17     
05 Jan 2028 06:57:36.000   51075.08777226154         -4.433786671143025e-12    1.818989403545856e-12     -0.06305393957496855      4.440892098500626e-16     -6.938893903907228e-18    
05 Jan 2028 07:12:00.000   51020.94632227279         -3.950617610826157e-12    1.818989403545856e-12     -0.06224956409539789      0                         0                         
05 Jan 2028 07:26:24.000   50967.56163259144         -3.666400516522117e-12    -9.094947017729282e-13    -0.06130248138300542      4.440892098500626e-16     2.775557561562891e-17     
05 Jan 2028 07:40:48.000   50915.05617075487         3.723243935382925e-12     0                         -0.06021467285527586      -4.440892098500626e-16    0                         
05 Jan 2028 07:55:12.000   50863.55055499947         4.206412995699793e-12     9.094947017729282e-13     -0.05898842774845438      4.440892098500626e-16     0                         
05 Jan 2028 08:09:36.000   50813.16329414328         1.989519660128281e-13     0                         -0.05762635189788949      0                         0                         
05 Jan 2028 08:24:00.000   50764.01050374571         1.477928890381008e-12     -9.094947017729282e-13    -0.05613136867646016      0                         0                         
05 Jan 2028 08:38:24.000   50716.20564111921         4.092726157978177e-12     0                         -0.05450671651746885      4.440892098500626e-16     2.775557561562891e-17     
05 Jan 2028 08:52:48.000   50669.85922819257         -2.842170943040401e-13    9.094947017729282e-13     -0.05275594133334875      -4.440892098500626e-16    0                         
05 Jan 2028 09:07:12.000   50625.07859775541         -1.250555214937776e-12    0                         -0.05088288788807376      0                         5.551115123125783e-17     
05 Jan 2028 09:21:36.000   50581.96763140056         0                         0                         -0.04889168778688197      0                         0                         
05 Jan 2028 09:36:00.000   50540.62652514028         -1.591615728102624e-12    -9.094947017729282e-13    -0.04678674802474949      4.440892098500626e-16     0                         
05 Jan 2028 09:50:24.000   50501.15154629253         2.273736754432321e-13     0                         -0.04457273723741045      0                         -2.775557561562891e-17    
05 Jan 2028 10:04:48.000   50463.63483401391         -2.842170943040401e-13    -9.094947017729282e-13    -0.04225457313392644      4.440892098500626e-16     0                         
05 Jan 2028 10:19:12.000   50428.16416285879         -2.273736754432321e-13    9.094947017729282e-13     -0.03983740805515754      -4.440892098500626e-16    -5.551115123125783e-17    
05 Jan 2028 10:33:36.000   50394.82276379307         0                         -9.094947017729282e-13    -0.03732661632790489      0                         2.775557561562891e-17     
05 Jan 2028 10:48:00.000   50363.68913327188         2.273736754432321e-13     0                         -0.03472777921057003      0                         2.775557561562891e-17     
05 Jan 2028 11:02:24.000   50334.8368610691          -6.252776074688882e-13    4.547473508864641e-13     -0.03204667193243194      -4.440892098500626e-16    -5.551115123125783e-17    
05 Jan 2028 11:16:48.000   50308.33446953484         -3.410605131648481e-13    9.094947017729282e-13     -0.02928924827559003      4.440892098500626e-16     -5.551115123125783e-17    
05 Jan 2028 11:31:12.000   50284.24526294888         1.70530256582424e-13      -4.547473508864641e-13    -0.02646162703105949      4.440892098500626e-16     0                         
05 Jan 2028 11:45:36.000   50262.62719575273         -1.13686837721616e-12     -4.547473508864641e-13    -0.02357007561707502      -4.440892098500626e-16    -5.551115123125783e-17    
